relative_path,filename,extension,size_bytes,category,participant,session,trusted
DEJA-VU/data.xlsx,data.xlsx,.xlsx,114947,spreadsheet,,,True
DEJA-VU/deja_vu_database.db,deja_vu_database.db,.db,233472,sqlite_database,,,True
DEJA-VU/preprocessed/clean_P001_S001.h5,clean_P001_S001.h5,.h5,64989528,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P001_S002.h5,clean_P001_S002.h5,.h5,55868008,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P002_S001.h5,clean_P002_S001.h5,.h5,58587192,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P002_S002.h5,clean_P002_S002.h5,.h5,66601752,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P003_S001.h5,clean_P003_S001.h5,.h5,63767712,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P004_S001.h5,clean_P004_S001.h5,.h5,64967096,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P005_S001.h5,clean_P005_S001.h5,.h5,63011680,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P006_S001.h5,clean_P006_S001.h5,.h5,63382312,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P007_S001.h5,clean_P007_S001.h5,.h5,64207712,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P007_S002.h5,clean_P007_S002.h5,.h5,62753256,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P008_S001.h5,clean_P008_S001.h5,.h5,65772632,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P009_S001.h5,clean_P009_S001.h5,.h5,64703824,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P009_S002.h5,clean_P009_S002.h5,.h5,61607616,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P010_S001.h5,clean_P010_S001.h5,.h5,62855872,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P011_S001.h5,clean_P011_S001.h5,.h5,68713552,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P011_S002.h5,clean_P011_S002.h5,.h5,62384736,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P012_S001.h5,clean_P012_S001.h5,.h5,62149992,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P013_S001.h5,clean_P013_S001.h5,.h5,63748056,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P014_S001.h5,clean_P014_S001.h5,.h5,63823792,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P015_S001.h5,clean_P015_S001.h5,.h5,60337248,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P016_S001.h5,clean_P016_S001.h5,.h5,61658496,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P017_S001.h5,clean_P017_S001.h5,.h5,59104584,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P017_S002.h5,clean_P017_S002.h5,.h5,63633952,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P018_S001.h5,clean_P018_S001.h5,.h5,65544584,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P019_S001.h5,clean_P019_S001.h5,.h5,48199272,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P020_S001.h5,clean_P020_S001.h5,.h5,65466648,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P021_S001.h5,clean_P021_S001.h5,.h5,62524160,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P022_S001.h5,clean_P022_S001.h5,.h5,64338144,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P023_S001.h5,clean_P023_S001.h5,.h5,64850552,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P024_S001.h5,clean_P024_S001.h5,.h5,62201664,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P025_S001.h5,clean_P025_S001.h5,.h5,58683112,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P026_S001.h5,clean_P026_S001.h5,.h5,59201200,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P027_S001.h5,clean_P027_S001.h5,.h5,63069224,preprocessed_hdf5,,,True
DEJA-VU/preprocessed/clean_P028_S001.h5,clean_P028_S001.h5,.h5,63322192,preprocessed_hdf5,,,True
DEJA-VU/raw/sub-P001/ses-S001/eeg/sub-P001_ses-S001_task-Default_run-001_eeg.xdf,sub-P001_ses-S001_task-Default_run-001_eeg.xdf,.xdf,60728626,raw_xdf,P001,S001,True
DEJA-VU/raw/sub-P001/ses-S002/eeg/sub-P001_ses-S002_task-Default_run-001_eeg.xdf,sub-P001_ses-S002_task-Default_run-001_eeg.xdf,.xdf,52206300,raw_xdf,P001,S002,True
DEJA-VU/raw/sub-P002/ses-S001/eeg/sub-P002_ses-S001_task-Default_run-001_eeg.xdf,sub-P002_ses-S001_task-Default_run-001_eeg.xdf,.xdf,54746174,raw_xdf,P002,S001,True
DEJA-VU/raw/sub-P002/ses-S002/eeg/sub-P002_ses-S002_task-Default_run-001_eeg.xdf,sub-P002_ses-S002_task-Default_run-001_eeg.xdf,.xdf,62237640,raw_xdf,P002,S002,True
DEJA-VU/raw/sub-P003/ses-S001/eeg/sub-P003_ses-S001_task-Default_run-001_eeg.xdf,sub-P003_ses-S001_task-Default_run-001_eeg.xdf,.xdf,59581907,raw_xdf,P003,S001,True
DEJA-VU/raw/sub-P004/ses-S001/eeg/sub-P004_ses-S001_task-Default_run-001_eeg.xdf,sub-P004_ses-S001_task-Default_run-001_eeg.xdf,.xdf,60705529,raw_xdf,P004,S001,True
DEJA-VU/raw/sub-P005/ses-S001/eeg/sub-P005_ses-S001_task-Default_run-001_eeg.xdf,sub-P005_ses-S001_task-Default_run-001_eeg.xdf,.xdf,58880564,raw_xdf,P005,S001,True
DEJA-VU/raw/sub-P006/ses-S001/eeg/sub-P006_ses-S001_task-Default_run-001_eeg.xdf,sub-P006_ses-S001_task-Default_run-001_eeg.xdf,.xdf,59226602,raw_xdf,P006,S001,True
DEJA-VU/raw/sub-P007/ses-S001/eeg/sub-P007_ses-S001_task-Default_run-001_eeg.xdf,sub-P007_ses-S001_task-Default_run-001_eeg.xdf,.xdf,60001363,raw_xdf,P007,S001,True
DEJA-VU/raw/sub-P007/ses-S002/eeg/sub-P007_ses-S002_task-Default_run-001_eeg.xdf,sub-P007_ses-S002_task-Default_run-001_eeg.xdf,.xdf,58637587,raw_xdf,P007,S002,True
DEJA-VU/raw/sub-P008/ses-S001/eeg/sub-P008_ses-S001_task-Default_run-001_eeg.xdf,sub-P008_ses-S001_task-Default_run-001_eeg.xdf,.xdf,61463676,raw_xdf,P008,S001,True
DEJA-VU/raw/sub-P009/ses-S001/eeg/sub-P009_ses-S001_task-Default_run-001_eeg.xdf,sub-P009_ses-S001_task-Default_run-001_eeg.xdf,.xdf,60464635,raw_xdf,P009,S001,True
DEJA-VU/raw/sub-P009/ses-S002/eeg/sub-P009_ses-S002_task-Default_run-001_eeg.xdf,sub-P009_ses-S002_task-Default_run-001_eeg.xdf,.xdf,57565276,raw_xdf,P009,S002,True
DEJA-VU/raw/sub-P010/ses-S001/eeg/sub-P010_ses-S001_task-Default_run-001_eeg.xdf,sub-P010_ses-S001_task-Default_run-001_eeg.xdf,.xdf,58734797,raw_xdf,P010,S001,True
DEJA-VU/raw/sub-P011/ses-S001/eeg/sub-P011_ses-S001_task-Default_run-001_eeg.xdf,sub-P011_ses-S001_task-Default_run-001_eeg.xdf,.xdf,64208586,raw_xdf,P011,S001,True
DEJA-VU/raw/sub-P011/ses-S002/eeg/sub-P011_ses-S002_task-Default_run-001_eeg.xdf,sub-P011_ses-S002_task-Default_run-001_eeg.xdf,.xdf,58297621,raw_xdf,P011,S002,True
DEJA-VU/raw/sub-P012/ses-S001/eeg/sub-P012_ses-S001_task-Default_run-001_eeg.xdf,sub-P012_ses-S001_task-Default_run-001_eeg.xdf,.xdf,58078183,raw_xdf,P012,S001,True
DEJA-VU/raw/sub-P013/ses-S001/eeg/sub-P013_ses-S001_task-Default_run-001_eeg.xdf,sub-P013_ses-S001_task-Default_run-001_eeg.xdf,.xdf,59569838,raw_xdf,P013,S001,True
DEJA-VU/raw/sub-P014/ses-S001/eeg/sub-P014_ses-S001_task-Default_run-001_eeg.xdf,sub-P014_ses-S001_task-Default_run-001_eeg.xdf,.xdf,59640127,raw_xdf,P014,S001,True
DEJA-VU/raw/sub-P015/ses-S001/eeg/sub-P015_ses-S001_task-Default_run-001_eeg.xdf,sub-P015_ses-S001_task-Default_run-001_eeg.xdf,.xdf,56374848,raw_xdf,P015,S001,True
DEJA-VU/raw/sub-P016/ses-S001/eeg/sub-P016_ses-S001_task-Default_run-001_eeg.xdf,sub-P016_ses-S001_task-Default_run-001_eeg.xdf,.xdf,57614212,raw_xdf,P016,S001,True
DEJA-VU/raw/sub-P017/ses-S001/eeg/sub-P017_ses-S001_task-Default_run-001_eeg.xdf,sub-P017_ses-S001_task-Default_run-001_eeg.xdf,.xdf,55228582,raw_xdf,P017,S001,True
DEJA-VU/raw/sub-P017/ses-S002/eeg/sub-P666_ses-S001_task-Default_run-001_eeg.xdf,sub-P666_ses-S001_task-Default_run-001_eeg.xdf,.xdf,59461759,raw_xdf,P017,S002,True
DEJA-VU/raw/sub-P018/ses-S001/eeg/sub-P018_ses-S001_task-Default_run-001_eeg.xdf,sub-P018_ses-S001_task-Default_run-001_eeg.xdf,.xdf,61245375,raw_xdf,P018,S001,True
DEJA-VU/raw/sub-P019/ses-S001/eeg/sub-P019_ses-S001_task-Default_run-001_eeg.xdf,sub-P019_ses-S001_task-Default_run-001_eeg.xdf,.xdf,43593093,raw_xdf,P019,S001,True
DEJA-VU/raw/sub-P020/ses-S001/eeg/sub-P020_ses-S001_task-Default_run-001_eeg.xdf,sub-P020_ses-S001_task-Default_run-001_eeg.xdf,.xdf,61175975,raw_xdf,P020,S001,True
DEJA-VU/raw/sub-P021/ses-S001/eeg/sub-P021_ses-S001_task-Default_run-001_eeg.xdf,sub-P021_ses-S001_task-Default_run-001_eeg.xdf,.xdf,58425967,raw_xdf,P021,S001,True
DEJA-VU/raw/sub-P022/ses-S001/eeg/sub-P022_ses-S001_task-Default_run-001_eeg.xdf,sub-P022_ses-S001_task-Default_run-001_eeg.xdf,.xdf,60122907,raw_xdf,P022,S001,True
DEJA-VU/raw/sub-P023/ses-S001/eeg/sub-P023_ses-S001_task-Default_run-001_eeg.xdf,sub-P023_ses-S001_task-Default_run-001_eeg.xdf,.xdf,60600032,raw_xdf,P023,S001,True
DEJA-VU/raw/sub-P024/ses-S001/eeg/sub-P024_ses-S001_task-Default_run-001_eeg.xdf,sub-P024_ses-S001_task-Default_run-001_eeg.xdf,.xdf,58125703,raw_xdf,P024,S001,True
DEJA-VU/raw/sub-P025/ses-S001/eeg/sub-P025_ses-S001_task-Default_run-001_eeg.xdf,sub-P025_ses-S001_task-Default_run-001_eeg.xdf,.xdf,54837799,raw_xdf,P025,S001,True
DEJA-VU/raw/sub-P026/ses-S001/eeg/sub-P026_ses-S001_task-Default_run-001_eeg.xdf,sub-P026_ses-S001_task-Default_run-001_eeg.xdf,.xdf,55313025,raw_xdf,P026,S001,True
DEJA-VU/raw/sub-P027/ses-S001/eeg/sub-P027_ses-S001_task-Default_run-001_eeg.xdf,sub-P027_ses-S001_task-Default_run-001_eeg.xdf,.xdf,58935256,raw_xdf,P027,S001,True
DEJA-VU/raw/sub-P028/ses-S001/eeg/sub-P028_ses-S001_task-Default_run-001_eeg.xdf,sub-P028_ses-S001_task-Default_run-001_eeg.xdf,.xdf,59172566,raw_xdf,P028,S001,True
DEJA-VU/segments/sub-P001/S001_neutral_baseline.h5,S001_neutral_baseline.h5,.h5,8040123,segment_file,P001,,True
DEJA-VU/segments/sub-P001/S001_quadrant_A_pos4.h5,S001_quadrant_A_pos4.h5,.h5,5717748,segment_file,P001,,True
DEJA-VU/segments/sub-P001/S001_quadrant_B_pos3.h5,S001_quadrant_B_pos3.h5,.h5,9430742,segment_file,P001,,True
DEJA-VU/segments/sub-P001/S001_quadrant_C_pos2.h5,S001_quadrant_C_pos2.h5,.h5,7921013,segment_file,P001,,True
DEJA-VU/segments/sub-P001/S001_transition_B_to_A_period.h5,S001_transition_B_to_A_period.h5,.h5,5862657,segment_file,P001,,True
DEJA-VU/segments/sub-P001/S001_transition_C_to_B_period.h5,S001_transition_C_to_B_period.h5,.h5,5851428,segment_file,P001,,True
DEJA-VU/segments/sub-P001/S001_transition_D_to_C_period.h5,S001_transition_D_to_C_period.h5,.h5,5854086,segment_file,P001,,True
DEJA-VU/segments/sub-P001/S002_neutral_baseline.h5,S002_neutral_baseline.h5,.h5,8075775,segment_file,P001,,True
DEJA-VU/segments/sub-P001/S002_quadrant_A_pos4.h5,S002_quadrant_A_pos4.h5,.h5,6439263,segment_file,P001,,True
DEJA-VU/segments/sub-P001/S002_quadrant_B_pos2.h5,S002_quadrant_B_pos2.h5,.h5,4470692,segment_file,P001,,True
DEJA-VU/segments/sub-P001/S002_quadrant_C_pos3.h5,S002_quadrant_C_pos3.h5,.h5,5607470,segment_file,P001,,True
DEJA-VU/segments/sub-P001/S002_transition_B_to_C_period.h5,S002_transition_B_to_C_period.h5,.h5,5873489,segment_file,P001,,True
DEJA-VU/segments/sub-P001/S002_transition_C_to_A_period.h5,S002_transition_C_to_A_period.h5,.h5,5869730,segment_file,P001,,True
DEJA-VU/segments/sub-P001/S002_transition_D_to_B_period.h5,S002_transition_D_to_B_period.h5,.h5,5869325,segment_file,P001,,True
DEJA-VU/segments/sub-P002/S001_neutral_baseline.h5,S001_neutral_baseline.h5,.h5,7967667,segment_file,P002,,True
DEJA-VU/segments/sub-P002/S001_quadrant_A_pos3.h5,S001_quadrant_A_pos3.h5,.h5,6964124,segment_file,P002,,True
DEJA-VU/segments/sub-P002/S001_quadrant_B_pos2.h5,S001_quadrant_B_pos2.h5,.h5,7507408,segment_file,P002,,True
DEJA-VU/segments/sub-P002/S001_quadrant_C_pos4.h5,S001_quadrant_C_pos4.h5,.h5,6270530,segment_file,P002,,True
DEJA-VU/segments/sub-P002/S001_transition_A_to_C_period.h5,S001_transition_A_to_C_period.h5,.h5,5843809,segment_file,P002,,True
DEJA-VU/segments/sub-P002/S001_transition_B_to_A_period.h5,S001_transition_B_to_A_period.h5,.h5,5838240,segment_file,P002,,True
DEJA-VU/segments/sub-P002/S001_transition_D_to_B_period.h5,S001_transition_D_to_B_period.h5,.h5,5827630,segment_file,P002,,True
DEJA-VU/segments/sub-P002/S002_neutral_baseline.h5,S002_neutral_baseline.h5,.h5,8105110,segment_file,P002,,True
DEJA-VU/segments/sub-P002/S002_quadrant_A_pos2.h5,S002_quadrant_A_pos2.h5,.h5,7573777,segment_file,P002,,True
DEJA-VU/segments/sub-P002/S002_quadrant_B_pos3.h5,S002_quadrant_B_pos3.h5,.h5,9500488,segment_file,P002,,True
DEJA-VU/segments/sub-P002/S002_quadrant_C_pos4.h5,S002_quadrant_C_pos4.h5,.h5,8791563,segment_file,P002,,True
DEJA-VU/segments/sub-P002/S002_transition_A_to_B_period.h5,S002_transition_A_to_B_period.h5,.h5,5902238,segment_file,P002,,True
DEJA-VU/segments/sub-P002/S002_transition_B_to_C_period.h5,S002_transition_B_to_C_period.h5,.h5,5899923,segment_file,P002,,True
DEJA-VU/segments/sub-P002/S002_transition_D_to_A_period.h5,S002_transition_D_to_A_period.h5,.h5,5888338,segment_file,P002,,True
DEJA-VU/segments/sub-P003/S001_neutral_baseline.h5,S001_neutral_baseline.h5,.h5,7968210,segment_file,P003,,True
DEJA-VU/segments/sub-P003/S001_quadrant_A_pos2.h5,S001_quadrant_A_pos2.h5,.h5,7584217,segment_file,P003,,True
DEJA-VU/segments/sub-P003/S001_quadrant_B_pos4.h5,S001_quadrant_B_pos4.h5,.h5,7211006,segment_file,P003,,True
DEJA-VU/segments/sub-P003/S001_quadrant_C_pos3.h5,S001_quadrant_C_pos3.h5,.h5,8659396,segment_file,P003,,True
DEJA-VU/segments/sub-P003/S001_transition_A_to_C_period.h5,S001_transition_A_to_C_period.h5,.h5,5831048,segment_file,P003,,True
DEJA-VU/segments/sub-P003/S001_transition_C_to_B_period.h5,S001_transition_C_to_B_period.h5,.h5,5826758,segment_file,P003,,True
DEJA-VU/segments/sub-P003/S001_transition_D_to_A_period.h5,S001_transition_D_to_A_period.h5,.h5,5814344,segment_file,P003,,True
DEJA-VU/segments/sub-P004/S001_neutral_baseline.h5,S001_neutral_baseline.h5,.h5,8340386,segment_file,P004,,True
