repetition,role,held_subject_fold,held_video_fold,outer_cell,source_subjects,source_videos,source_rows,test_subjects,test_videos,test_rows,task,label_policy,source_scored_rows,source_low,source_high,source_both_classes,anchor_count,donor_min,donor_p10,donor_median,donor_max,zero_donor_rate,below_5_rate,below_20_rate,unique_subject_min,unique_video_min,unique_quadrant_min,same_quadrant_donor_fraction_median
2,sensitivity,2,2,R02_S2_V2,16,11,39,8,3,11,arousal,midpoint_as_high,39,14,25,True,39,9,10.0,18.0,23,0.0,0.0,0.6666666666666666,5,6,2,0.30434782608695654
2,sensitivity,2,3,R02_S2_V3,16,11,50,4,2,4,valence,discard_midpoint,39,28,11,True,39,4,6.0,22.0,25,0.0,0.02564102564102564,0.28205128205128205,4,3,1,0.47619047619047616
2,sensitivity,2,3,R02_S2_V3,16,11,50,4,2,4,valence,midpoint_as_low,50,39,11,True,50,4,6.9,31.0,37,0.0,0.02,0.22,4,3,1,0.41935483870967744
2,sensitivity,2,3,R02_S2_V3,16,11,50,4,2,4,valence,midpoint_as_high,50,28,22,True,50,14,16.0,21.0,25,0.0,0.0,0.4,8,6,2,0.47058823529411764
2,sensitivity,2,3,R02_S2_V3,16,11,50,4,2,4,arousal,discard_midpoint,42,20,22,True,42,14,15.0,17.0,20,0.0,0.0,0.9761904761904762,8,7,3,0.2899159663865546
2,sensitivity,2,3,R02_S2_V3,16,11,50,4,2,4,arousal,midpoint_as_low,50,28,22,True,50,16,16.0,21.0,26,0.0,0.0,0.42,8,7,3,0.3125
2,sensitivity,2,3,R02_S2_V3,16,11,50,4,2,4,arousal,midpoint_as_high,50,20,30,True,50,14,15.0,23.0,28,0.0,0.0,0.4,9,7,3,0.25
2,sensitivity,3,1,R02_S3_V1,15,10,34,7,6,18,valence,discard_midpoint,27,21,6,True,27,2,3.6,14.0,19,0.0,0.2222222222222222,1.0,2,1,1,0.5384615384615384
2,sensitivity,3,1,R02_S3_V1,15,10,34,7,6,18,valence,midpoint_as_low,34,28,6,True,34,2,4.0,21.0,26,0.0,0.17647058823529413,0.35294117647058826,2,1,1,0.42105263157894735
2,sensitivity,3,1,R02_S3_V1,15,10,34,7,6,18,valence,midpoint_as_high,34,21,13,True,34,5,7.0,13.0,19,0.0,0.0,1.0,5,3,2,0.5504807692307692
2,sensitivity,3,1,R02_S3_V1,15,10,34,7,6,18,arousal,discard_midpoint,25,18,7,True,25,3,4.4,12.0,17,0.0,0.12,1.0,3,2,2,0.2857142857142857
2,sensitivity,3,1,R02_S3_V1,15,10,34,7,6,18,arousal,midpoint_as_low,34,27,7,True,34,3,5.0,21.0,25,0.0,0.08823529411764706,0.35294117647058826,3,2,2,0.2950310559006211
2,sensitivity,3,1,R02_S3_V1,15,10,34,7,6,18,arousal,midpoint_as_high,34,18,16,True,34,8,9.0,12.0,17,0.0,0.0,1.0,6,3,2,0.25
2,sensitivity,3,2,R02_S3_V2,16,11,36,6,3,8,valence,discard_midpoint,31,21,10,True,31,4,5.0,16.0,19,0.0,0.03225806451612903,1.0,4,3,1,0.7222222222222222
2,sensitivity,3,2,R02_S3_V2,16,11,36,6,3,8,valence,midpoint_as_low,36,26,10,True,36,4,5.0,20.0,24,0.0,0.027777777777777776,0.4166666666666667,4,3,1,0.6830143540669856
2,sensitivity,3,2,R02_S3_V2,16,11,36,6,3,8,valence,midpoint_as_high,36,21,15,True,36,9,10.0,15.0,19,0.0,0.0,1.0,7,6,2,0.6875
2,sensitivity,3,2,R02_S3_V2,16,11,36,6,3,8,arousal,discard_midpoint,28,11,17,True,28,6,7.0,12.0,16,0.0,0.0,1.0,5,5,2,0.3875
2,sensitivity,3,2,R02_S3_V2,16,11,36,6,3,8,arousal,midpoint_as_low,36,19,17,True,36,11,12.0,14.5,18,0.0,0.0,1.0,7,6,2,0.3944444444444445
2,sensitivity,3,2,R02_S3_V2,16,11,36,6,3,8,arousal,midpoint_as_high,36,11,25,True,36,6,7.5,20.0,23,0.0,0.0,0.4722222222222222,5,5,2,0.3875
2,sensitivity,3,3,R02_S3_V3,16,11,50,4,2,4,valence,discard_midpoint,42,32,10,True,42,4,5.200000000000001,25.0,29,0.0,0.023809523809523808,0.23809523809523808,4,2,1,0.4198717948717949
2,sensitivity,3,3,R02_S3_V3,16,11,50,4,2,4,valence,midpoint_as_low,50,40,10,True,50,4,6.800000000000001,32.5,37,0.0,0.02,0.2,4,2,1,0.3870967741935484
2,sensitivity,3,3,R02_S3_V3,16,11,50,4,2,4,valence,midpoint_as_high,50,32,18,True,50,10,12.0,24.0,29,0.0,0.0,0.36,7,5,3,0.4166666666666667
2,sensitivity,3,3,R02_S3_V3,16,11,50,4,2,4,arousal,discard_midpoint,41,21,20,True,41,12,14.0,16.0,20,0.0,0.0,0.9512195121951219,8,6,3,0.375
2,sensitivity,3,3,R02_S3_V3,16,11,50,4,2,4,arousal,midpoint_as_low,50,30,20,True,50,14,15.0,23.0,29,0.0,0.0,0.4,8,6,3,0.3660714285714286
2,sensitivity,3,3,R02_S3_V3,16,11,50,4,2,4,arousal,midpoint_as_high,50,21,29,True,50,12,15.0,21.0,26,0.0,0.0,0.38,9,7,3,0.2554347826086957
3,sensitivity,1,1,R03_S1_V1,16,8,39,8,6,19,valence,discard_midpoint,32,25,7,True,32,3,4.0,16.5,23,0.0,0.1875,0.78125,3,1,1,0.4327485380116959
3,sensitivity,1,1,R03_S1_V1,16,8,39,8,6,19,valence,midpoint_as_low,39,32,7,True,39,3,4.0,23.0,30,0.0,0.15384615384615385,0.1794871794871795,3,1,1,0.375
3,sensitivity,1,1,R03_S1_V1,16,8,39,8,6,19,valence,midpoint_as_high,39,25,14,True,39,6,8.0,15.0,23,0.0,0.0,0.8205128205128205,5,3,2,0.4444444444444444
3,sensitivity,1,1,R03_S1_V1,16,8,39,8,6,19,arousal,discard_midpoint,27,10,17,True,27,6,7.0,12.0,16,0.0,0.0,1.0,6,4,2,0.3333333333333333
3,sensitivity,1,1,R03_S1_V1,16,8,39,8,6,19,arousal,midpoint_as_low,39,22,17,True,39,11,11.8,14.0,20,0.0,0.0,0.9743589743589743,8,4,2,0.23529411764705882
3,sensitivity,1,1,R03_S1_V1,16,8,39,8,6,19,arousal,midpoint_as_high,39,10,29,True,39,6,7.800000000000001,20.0,26,0.0,0.0,0.41025641025641024,6,4,2,0.25
3,sensitivity,1,2,R03_S1_V2,12,9,23,6,5,9,valence,discard_midpoint,20,14,6,True,20,1,2.0,10.5,12,0.0,0.25,1.0,1,1,1,0.38181818181818183
3,sensitivity,1,2,R03_S1_V2,12,9,23,6,5,9,valence,midpoint_as_low,23,17,6,True,23,1,2.0,12.0,14,0.0,0.21739130434782608,1.0,1,1,1,0.38461538461538464
3,sensitivity,1,2,R03_S1_V2,12,9,23,6,5,9,valence,midpoint_as_high,23,14,9,True,23,4,5.0,10.0,12,0.0,0.08695652173913043,1.0,3,4,2,0.36363636363636365
3,sensitivity,1,2,R03_S1_V2,12,9,23,6,5,9,arousal,discard_midpoint,20,13,7,True,20,4,5.0,9.0,12,0.0,0.05,1.0,4,3,2,0.4
3,sensitivity,1,2,R03_S1_V2,12,9,23,6,5,9,arousal,midpoint_as_low,23,16,7,True,23,4,5.0,12.0,15,0.0,0.043478260869565216,1.0,4,3,2,0.3333333333333333
3,sensitivity,1,2,R03_S1_V2,12,9,23,6,5,9,arousal,midpoint_as_high,23,13,10,True,23,6,7.0,9.0,12,0.0,0.0,1.0,5,4,2,0.3333333333333333
3,sensitivity,1,3,R03_S1_V3,16,11,52,4,3,5,valence,discard_midpoint,44,33,11,True,44,6,8.0,24.5,31,0.0,0.0,0.25,6,2,1,0.33974358974358976
3,sensitivity,1,3,R03_S1_V3,16,11,52,4,3,5,valence,midpoint_as_low,52,41,11,True,52,6,8.0,32.5,39,0.0,0.0,0.21153846153846154,6,2,1,0.30517241379310345
3,sensitivity,1,3,R03_S1_V3,16,11,52,4,3,5,valence,midpoint_as_high,52,33,19,True,52,11,13.100000000000001,23.0,31,0.0,0.0,0.36538461538461536,8,5,2,0.33974358974358976
3,sensitivity,1,3,R03_S1_V3,16,11,52,4,3,5,arousal,discard_midpoint,41,21,20,True,41,14,15.0,17.0,20,0.0,0.0,0.9512195121951219,9,7,3,0.3125
3,sensitivity,1,3,R03_S1_V3,16,11,52,4,3,5,arousal,midpoint_as_low,52,32,20,True,52,14,15.0,24.5,30,0.0,0.0,0.38461538461538464,9,7,3,0.30842391304347827
3,sensitivity,1,3,R03_S1_V3,16,11,52,4,3,5,arousal,midpoint_as_high,52,21,31,True,52,15,17.0,21.0,29,0.0,0.0,0.38461538461538464,9,7,2,0.27350427350427353
3,sensitivity,2,1,R03_S2_V1,15,10,35,4,4,6,valence,discard_midpoint,31,22,9,True,31,6,6.0,16.0,20,0.0,0.0,0.9032258064516129,4,3,1,0.5
3,sensitivity,2,1,R03_S2_V1,15,10,35,4,4,6,valence,midpoint_as_low,35,26,9,True,35,6,6.0,20.0,24,0.0,0.0,0.42857142857142855,4,3,1,0.47619047619047616
3,sensitivity,2,1,R03_S2_V1,15,10,35,4,4,6,valence,midpoint_as_high,35,22,13,True,35,7,9.0,15.0,20,0.0,0.0,0.9142857142857143,5,3,2,0.4444444444444444
3,sensitivity,2,1,R03_S2_V1,15,10,35,4,4,6,arousal,discard_midpoint,26,8,18,True,26,5,6.0,11.5,17,0.0,0.0,1.0,4,4,2,0.5227272727272727
3,sensitivity,2,1,R03_S2_V1,15,10,35,4,4,6,arousal,midpoint_as_low,35,17,18,True,35,8,11.0,12.0,17,0.0,0.0,1.0,6,4,2,0.3076923076923077
3,sensitivity,2,1,R03_S2_V1,15,10,35,4,4,6,arousal,midpoint_as_high,35,8,27,True,35,5,6.0,20.0,24,0.0,0.0,0.3142857142857143,4,5,2,0.4
3,sensitivity,2,2,R03_S2_V2,15,11,40,8,5,17,valence,discard_midpoint,34,23,11,True,34,3,5.0,17.0,21,0.0,0.058823529411764705,0.8235294117647058,3,2,1,0.42463235294117646
3,sensitivity,2,2,R03_S2_V2,15,11,40,8,5,17,valence,midpoint_as_low,40,29,11,True,40,3,5.0,21.0,26,0.0,0.05,0.3,3,2,1,0.39502164502164505
3,sensitivity,2,2,R03_S2_V2,15,11,40,8,5,17,valence,midpoint_as_high,40,23,17,True,40,8,10.0,16.0,21,0.0,0.0,0.85,6,5,3,0.4117647058823529
3,sensitivity,2,2,R03_S2_V2,15,11,40,8,5,17,arousal,discard_midpoint,32,18,14,True,32,7,9.0,11.0,17,0.0,0.0,1.0,4,4,3,0.2111111111111111
3,sensitivity,2,2,R03_S2_V2,15,11,40,8,5,17,arousal,midpoint_as_low,40,26,14,True,40,7,9.0,19.0,25,0.0,0.0,0.525,4,4,3,0.23363636363636364
3,sensitivity,2,2,R03_S2_V2,15,11,40,8,5,17,arousal,midpoint_as_high,40,18,22,True,40,7,11.0,15.0,20,0.0,0.0,0.95,5,5,2,0.25
3,sensitivity,2,3,R03_S2_V3,16,11,57,1,1,1,valence,discard_midpoint,49,33,16,True,49,8,10.0,25.0,30,0.0,0.0,0.32653061224489793,8,4,1,0.5
3,sensitivity,2,3,R03_S2_V3,16,11,57,1,1,1,valence,midpoint_as_low,57,41,16,True,57,8,10.600000000000001,33.0,38,0.0,0.0,0.2807017543859649,8,4,1,0.45161290322580644
3,sensitivity,2,3,R03_S2_V3,16,11,57,1,1,1,valence,midpoint_as_high,57,33,24,True,57,15,17.6,25.0,30,0.0,0.0,0.24561403508771928,10,6,3,0.5
3,sensitivity,2,3,R03_S2_V3,16,11,57,1,1,1,arousal,discard_midpoint,46,18,28,True,46,9,12.0,21.0,26,0.0,0.0,0.43478260869565216,6,7,2,0.31414473684210525
3,sensitivity,2,3,R03_S2_V3,16,11,57,1,1,1,arousal,midpoint_as_low,57,29,28,True,57,19,21.0,23.0,27,0.0,0.0,0.03508771929824561,9,7,2,0.3333333333333333
3,sensitivity,2,3,R03_S2_V3,16,11,57,1,1,1,arousal,midpoint_as_high,57,18,39,True,57,9,12.600000000000001,31.0,35,0.0,0.0,0.3157894736842105,6,7,2,0.2903225806451613
3,sensitivity,3,1,R03_S3_V1,15,8,32,7,6,12,valence,discard_midpoint,25,19,6,True,25,3,4.0,13.0,17,0.0,0.2,1.0,3,2,1,0.25
3,sensitivity,3,1,R03_S3_V1,15,8,32,7,6,12,valence,midpoint_as_low,32,26,6,True,32,3,4.0,19.0,24,0.0,0.15625,0.625,3,2,1,0.25
3,sensitivity,3,1,R03_S3_V1,15,8,32,7,6,12,valence,midpoint_as_high,32,19,13,True,32,7,9.0,13.0,17,0.0,0.0,1.0,5,3,2,0.3666666666666667
3,sensitivity,3,1,R03_S3_V1,15,8,32,7,6,12,arousal,discard_midpoint,25,12,13,True,25,8,8.4,10.0,11,0.0,0.0,1.0,6,4,2,0.36363636363636365
3,sensitivity,3,1,R03_S3_V1,15,8,32,7,6,12,arousal,midpoint_as_low,32,19,13,True,32,8,9.0,14.0,17,0.0,0.0,1.0,6,4,2,0.32291666666666663
3,sensitivity,3,1,R03_S3_V1,15,8,32,7,6,12,arousal,midpoint_as_high,32,12,20,True,32,8,9.1,14.0,17,0.0,0.0,1.0,7,5,2,0.3484848484848485
3,sensitivity,3,2,R03_S3_V2,13,9,31,8,5,17,valence,discard_midpoint,26,17,9,True,26,1,3.0,12.0,15,0.0,0.23076923076923078,1.0,1,1,1,0.4356060606060606
3,sensitivity,3,2,R03_S3_V2,13,9,31,8,5,17,valence,midpoint_as_low,31,22,9,True,31,1,3.0,15.0,20,0.0,0.1935483870967742,0.967741935483871,1,1,1,0.42857142857142855
3,sensitivity,3,2,R03_S3_V2,13,9,31,8,5,17,valence,midpoint_as_high,31,17,14,True,31,5,8.0,12.0,15,0.0,0.0,1.0,4,3,2,0.375
3,sensitivity,3,2,R03_S3_V2,13,9,31,8,5,17,arousal,discard_midpoint,26,13,13,True,26,4,7.0,9.0,11,0.0,0.038461538461538464,1.0,3,3,2,0.26785714285714285
3,sensitivity,3,2,R03_S3_V2,13,9,31,8,5,17,arousal,midpoint_as_low,31,18,13,True,31,7,8.0,12.0,15,0.0,0.0,1.0,5,3,2,0.2857142857142857
3,sensitivity,3,2,R03_S3_V2,13,9,31,8,5,17,arousal,midpoint_as_high,31,13,18,True,31,4,7.0,11.0,16,0.0,0.03225806451612903,1.0,3,3,2,0.2
3,sensitivity,3,3,R03_S3_V3,16,11,51,2,3,4,valence,discard_midpoint,39,26,13,True,39,5,7.0,20.0,24,0.0,0.0,0.46153846153846156,5,4,1,0.5
3,sensitivity,3,3,R03_S3_V3,16,11,51,2,3,4,valence,midpoint_as_low,51,38,13,True,51,5,7.0,30.0,36,0.0,0.0,0.2549019607843137,5,4,1,0.4
3,sensitivity,3,3,R03_S3_V3,16,11,51,2,3,4,valence,midpoint_as_high,51,26,25,True,51,16,19.0,20.0,24,0.0,0.0,0.27450980392156865,10,6,2,0.5
3,sensitivity,3,3,R03_S3_V3,16,11,51,2,3,4,arousal,discard_midpoint,41,19,22,True,41,12,15.0,16.0,20,0.0,0.0,0.975609756097561,8,7,3,0.3
3,sensitivity,3,3,R03_S3_V3,16,11,51,2,3,4,arousal,midpoint_as_low,51,29,22,True,51,16,16.0,23.0,27,0.0,0.0,0.4117647058823529,8,7,3,0.3
3,sensitivity,3,3,R03_S3_V3,16,11,51,2,3,4,arousal,midpoint_as_high,51,19,32,True,51,12,15.0,25.0,30,0.0,0.0,0.37254901960784315,8,7,3,0.28
4,sensitivity,1,1,R04_S1_V1,16,10,46,4,3,6,valence,discard_midpoint,37,24,13,True,37,6,7.0,17.0,22,0.0,0.0,0.7297297297297297,6,3,1,0.35294117647058826
4,sensitivity,1,1,R04_S1_V1,16,10,46,4,3,6,valence,midpoint_as_low,46,33,13,True,46,6,7.0,24.5,31,0.0,0.0,0.2826086956521739,6,3,1,0.32
4,sensitivity,1,1,R04_S1_V1,16,10,46,4,3,6,valence,midpoint_as_high,46,24,22,True,46,14,16.0,18.0,22,0.0,0.0,0.7608695652173914,10,5,3,0.35294117647058826
4,sensitivity,1,1,R04_S1_V1,16,10,46,4,3,6,arousal,discard_midpoint,35,17,18,True,35,10,12.0,13.0,16,0.0,0.0,1.0,7,5,2,0.38461538461538464
4,sensitivity,1,1,R04_S1_V1,16,10,46,4,3,6,arousal,midpoint_as_low,46,28,18,True,46,10,12.5,21.5,25,0.0,0.0,0.391304347826087,8,5,2,0.2792207792207792
4,sensitivity,1,1,R04_S1_V1,16,10,46,4,3,6,arousal,midpoint_as_high,46,17,29,True,46,11,13.0,22.0,27,0.0,0.0,0.391304347826087,7,6,3,0.21583850931677018
4,sensitivity,1,2,R04_S1_V2,14,11,36,8,5,16,valence,discard_midpoint,29,19,10,True,29,5,7.0,13.0,18,0.0,0.0,1.0,5,3,1,0.5384615384615384
4,sensitivity,1,2,R04_S1_V2,14,11,36,8,5,16,valence,midpoint_as_low,36,26,10,True,36,5,7.0,18.0,24,0.0,0.0,0.6666666666666666,5,3,1,0.4444444444444444
4,sensitivity,1,2,R04_S1_V2,14,11,36,8,5,16,valence,midpoint_as_high,36,19,17,True,36,10,11.0,13.0,18,0.0,0.0,1.0,6,5,2,0.40064102564102566
4,sensitivity,1,2,R04_S1_V2,14,11,36,8,5,16,arousal,discard_midpoint,28,15,13,True,28,5,7.0,10.0,13,0.0,0.0,1.0,4,2,2,0.14285714285714285
4,sensitivity,1,2,R04_S1_V2,14,11,36,8,5,16,arousal,midpoint_as_low,36,23,13,True,36,5,7.0,17.0,21,0.0,0.0,0.9722222222222222,4,2,2,0.15037593984962405
4,sensitivity,1,2,R04_S1_V2,14,11,36,8,5,16,arousal,midpoint_as_high,36,15,21,True,36,7,10.0,13.5,19,0.0,0.0,1.0,5,4,2,0.22252747252747251
4,sensitivity,1,3,R04_S1_V3,16,11,44,5,3,5,valence,discard_midpoint,36,23,13,True,36,5,7.0,16.5,21,0.0,0.0,0.8333333333333334,4,3,1,0.4
4,sensitivity,1,3,R04_S1_V3,16,11,44,5,3,5,valence,midpoint_as_low,44,31,13,True,44,5,7.0,24.0,30,0.0,0.0,0.29545454545454547,4,3,1,0.32666666666666666
4,sensitivity,1,3,R04_S1_V3,16,11,44,5,3,5,valence,midpoint_as_high,44,23,21,True,44,12,15.0,17.0,21,0.0,0.0,0.8636363636363636,8,6,2,0.3944444444444445
4,sensitivity,1,3,R04_S1_V3,16,11,44,5,3,5,arousal,discard_midpoint,35,18,17,True,35,10,12.0,13.0,16,0.0,0.0,1.0,7,4,2,0.3076923076923077
4,sensitivity,1,3,R04_S1_V3,16,11,44,5,3,5,arousal,midpoint_as_low,44,27,17,True,44,10,12.0,20.0,24,0.0,0.0,0.4318181818181818,7,4,2,0.3181818181818182
4,sensitivity,1,3,R04_S1_V3,16,11,44,5,3,5,arousal,midpoint_as_high,44,18,26,True,44,10,13.0,19.0,24,0.0,0.0,0.5454545454545454,7,6,3,0.3076923076923077
4,sensitivity,2,1,R04_S2_V1,16,10,43,5,6,9,valence,discard_midpoint,34,24,10,True,34,5,6.300000000000001,18.0,22,0.0,0.0,0.7647058823529411,5,3,1,0.35
4,sensitivity,2,1,R04_S2_V1,16,10,43,5,6,9,valence,midpoint_as_low,43,33,10,True,43,5,7.2,26.0,31,0.0,0.0,0.23255813953488372,5,3,1,0.2692307692307692
4,sensitivity,2,1,R04_S2_V1,16,10,43,5,6,9,valence,midpoint_as_high,43,24,19,True,43,12,14.0,17.0,22,0.0,0.0,0.813953488372093,8,5,3,0.35
4,sensitivity,2,1,R04_S2_V1,16,10,43,5,6,9,arousal,discard_midpoint,32,11,21,True,32,7,7.1,16.0,19,0.0,0.0,1.0,4,5,3,0.29411764705882354
4,sensitivity,2,1,R04_S2_V1,16,10,43,5,6,9,arousal,midpoint_as_low,43,22,21,True,43,14,16.0,18.0,20,0.0,0.0,0.9534883720930233,9,6,3,0.23529411764705882
4,sensitivity,2,1,R04_S2_V1,16,10,43,5,6,9,arousal,midpoint_as_high,43,11,32,True,43,7,8.0,25.0,30,0.0,0.0,0.2558139534883721,4,5,3,0.24
4,sensitivity,2,2,R04_S2_V2,14,9,30,8,5,16,valence,discard_midpoint,24,18,6,True,24,2,3.3000000000000003,13.5,15,0.0,0.25,1.0,2,1,1,0.3076923076923077
4,sensitivity,2,2,R04_S2_V2,14,9,30,8,5,16,valence,midpoint_as_low,30,24,6,True,30,2,3.9000000000000004,18.5,22,0.0,0.2,0.6666666666666666,2,1,1,0.2786377708978328
4,sensitivity,2,2,R04_S2_V2,14,9,30,8,5,16,valence,midpoint_as_high,30,18,12,True,30,7,7.9,13.0,15,0.0,0.0,1.0,3,4,2,0.2857142857142857
4,sensitivity,2,2,R04_S2_V2,14,9,30,8,5,16,arousal,discard_midpoint,26,14,12,True,26,5,6.5,9.0,13,0.0,0.0,1.0,4,4,3,0.2222222222222222
4,sensitivity,2,2,R04_S2_V2,14,9,30,8,5,16,arousal,midpoint_as_low,30,18,12,True,30,5,7.0,12.5,17,0.0,0.0,1.0,4,4,3,0.3798076923076923
4,sensitivity,2,2,R04_S2_V2,14,9,30,8,5,16,arousal,midpoint_as_high,30,14,16,True,30,6,8.0,11.0,14,0.0,0.0,1.0,5,4,2,0.2222222222222222
4,sensitivity,2,3,R04_S2_V3,16,9,41,5,3,8,valence,discard_midpoint,32,24,8,True,32,2,4.1,18.0,22,0.0,0.125,0.71875,2,1,1,0.30625
4,sensitivity,2,3,R04_S2_V3,16,9,41,5,3,8,valence,midpoint_as_low,41,33,8,True,41,2,5.0,26.0,31,0.0,0.0975609756097561,0.1951219512195122,2,1,1,0.28
4,sensitivity,2,3,R04_S2_V3,16,9,41,5,3,8,valence,midpoint_as_high,41,24,17,True,41,10,12.0,17.0,22,0.0,0.0,0.7804878048780488,5,5,3,0.3
4,sensitivity,2,3,R04_S2_V3,16,9,41,5,3,8,arousal,discard_midpoint,34,13,21,True,34,5,8.0,15.5,19,0.0,0.0,1.0,4,4,3,0.2583333333333333
4,sensitivity,2,3,R04_S2_V3,16,9,41,5,3,8,arousal,midpoint_as_low,41,20,21,True,41,12,14.0,16.0,19,0.0,0.0,1.0,8,6,3,0.2857142857142857
4,sensitivity,2,3,R04_S2_V3,16,9,41,5,3,8,arousal,midpoint_as_high,41,13,28,True,41,5,8.0,21.0,26,0.0,0.0,0.36585365853658536,4,4,3,0.25
4,sensitivity,3,1,R04_S3_V1,16,8,45,5,4,8,valence,discard_midpoint,41,30,11,True,41,4,5.0,20.0,26,0.0,0.024390243902439025,0.43902439024390244,4,2,1,0.36
4,sensitivity,3,1,R04_S3_V1,16,8,45,5,4,8,valence,midpoint_as_low,45,34,11,True,45,4,5.0,26.0,30,0.0,0.022222222222222223,0.24444444444444444,4,2,1,0.3076923076923077
4,sensitivity,3,1,R04_S3_V1,16,8,45,5,4,8,valence,midpoint_as_high,45,30,15,True,45,7,9.0,20.0,26,0.0,0.0,0.4888888888888889,7,2,1,0.375
4,sensitivity,3,1,R04_S3_V1,16,8,45,5,4,8,arousal,discard_midpoint,35,14,21,True,35,9,10.0,15.0,19,0.0,0.0,1.0,5,6,3,0.26666666666666666
4,sensitivity,3,1,R04_S3_V1,16,8,45,5,4,8,arousal,midpoint_as_low,45,24,21,True,45,13,15.0,17.0,22,0.0,0.0,0.8,8,6,3,0.26666666666666666
4,sensitivity,3,1,R04_S3_V1,16,8,45,5,4,8,arousal,midpoint_as_high,45,14,31,True,45,9,10.0,22.0,28,0.0,0.0,0.3333333333333333,5,6,3,0.21739130434782608
4,sensitivity,3,2,R04_S3_V2,14,9,28,7,5,11,valence,discard_midpoint,25,19,6,True,25,3,3.4000000000000004,14.0,17,0.0,0.2,1.0,3,2,1,0.35714285714285715
4,sensitivity,3,2,R04_S3_V2,14,9,28,7,5,11,valence,midpoint_as_low,28,22,6,True,28,3,3.7,16.0,19,0.0,0.17857142857142858,1.0,3,2,1,0.35294117647058826
4,sensitivity,3,2,R04_S3_V2,14,9,28,7,5,11,valence,midpoint_as_high,28,19,9,True,28,5,6.7,13.5,17,0.0,0.0,1.0,4,4,2,0.3333333333333333
4,sensitivity,3,2,R04_S3_V2,14,9,28,7,5,11,arousal,discard_midpoint,24,13,11,True,24,7,7.0,9.0,12,0.0,0.0,1.0,5,4,2,0.26136363636363635
4,sensitivity,3,2,R04_S3_V2,14,9,28,7,5,11,arousal,midpoint_as_low,28,17,11,True,28,7,7.0,12.0,16,0.0,0.0,1.0,5,4,2,0.23076923076923078
4,sensitivity,3,2,R04_S3_V2,14,9,28,7,5,11,arousal,midpoint_as_high,28,13,15,True,28,8,9.0,11.0,13,0.0,0.0,1.0,6,4,2,0.2727272727272727
4,sensitivity,3,3,R04_S3_V3,16,11,47,7,5,11,valence,discard_midpoint,42,31,11,True,42,4,5.0,21.5,28,0.0,0.023809523809523808,0.3333333333333333,3,2,1,0.38461538461538464
4,sensitivity,3,3,R04_S3_V3,16,11,47,7,5,11,valence,midpoint_as_low,47,36,11,True,47,4,5.0,28.0,33,0.0,0.02127659574468085,0.23404255319148937,3,2,1,0.32142857142857145
4,sensitivity,3,3,R04_S3_V3,16,11,47,7,5,11,valence,midpoint_as_high,47,31,16,True,47,9,10.0,20.0,28,0.0,0.0,0.40425531914893614,7,3,2,0.38461538461538464
4,sensitivity,3,3,R04_S3_V3,16,11,47,7,5,11,arousal,discard_midpoint,35,17,18,True,35,11,11.4,14.0,16,0.0,0.0,1.0,7,6,2,0.2727272727272727
4,sensitivity,3,3,R04_S3_V3,16,11,47,7,5,11,arousal,midpoint_as_low,47,29,18,True,47,11,13.0,21.0,27,0.0,0.0,0.425531914893617,7,6,2,0.26666666666666666
4,sensitivity,3,3,R04_S3_V3,16,11,47,7,5,11,arousal,midpoint_as_high,47,17,30,True,47,11,13.0,20.0,27,0.0,0.0,0.44680851063829785,8,6,2,0.24
