participant_id,session_id,xdf_filename,stream_name,channel_index,channel_label,channel_unit,is_true_emg,is_official_code_selected_index_0_or_1,sample_count,finite_count,nan_count,posinf_count,neginf_count,finite_fraction,mean,std,minimum,maximum,robust_range_p01_p99,constant_channel,near_constant_channel,qc_status
P021,S001,sub-P021_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,3,EMG_CH2_24BIT,,True,False,613512,613512,0,0,0,1.0,1.3812842186704422,0.2167120080429388,0.05969266965985298,2.265773057937622,1.111196703910828,False,False,PASS
P022,S001,sub-P022_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,0,Battery,,False,True,631772,631772,0,0,0,1.0,3768.824744674549,9.709941103312877,3683.5166015625,3787.5458984375,36.6298828125,False,False,PASS
P022,S001,sub-P022_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,1,ECG_EMG_Status1,,False,True,631772,631772,0,0,0,1.0,128.0,0.0,128.0,128.0,0.0,True,True,CONSTANT
P022,S001,sub-P022_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,2,EMG_CH1_24BIT,,True,False,631772,631772,0,0,0,1.0,-2.006118878180744,0.6349273038126337,-3.2234761714935303,-0.7748988270759583,1.9881428402662287,False,False,PASS
P022,S001,sub-P022_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,3,EMG_CH2_24BIT,,True,False,631772,631772,0,0,0,1.0,7.090858272642778,0.11209083649099189,5.5705060958862305,7.971026420593262,0.49576425552368164,False,False,PASS
P023,S001,sub-P023_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,0,Battery,,False,True,636918,636918,0,0,0,1.0,3771.8821721635722,9.73730707443607,3686.44677734375,3790.47607421875,36.6298828125,False,False,PASS
P023,S001,sub-P023_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,1,ECG_EMG_Status1,,False,True,636918,636918,0,0,0,1.0,128.0,0.0,128.0,128.0,0.0,True,True,CONSTANT
P023,S001,sub-P023_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,2,EMG_CH1_24BIT,,True,False,636918,636918,0,0,0,1.0,12.55955636743692,0.714872986835273,8.109308242797852,13.705634117126465,2.597480535507202,False,False,PASS
P023,S001,sub-P023_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,3,EMG_CH2_24BIT,,True,False,636918,636918,0,0,0,1.0,-9.967238138667868,0.228042655465313,-10.633060455322266,-9.287077903747559,0.9338312149047852,False,False,PASS
P024,S001,sub-P024_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,0,Battery,,False,True,610806,610806,0,0,0,1.0,3774.267698580115,9.719764257292923,3689.377197265625,3793.406494140625,35.1650390625,False,False,PASS
P024,S001,sub-P024_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,1,ECG_EMG_Status1,,False,True,610806,610806,0,0,0,1.0,128.0,0.0,128.0,128.0,0.0,True,True,CONSTANT
P024,S001,sub-P024_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,2,EMG_CH1_24BIT,,True,False,610806,610806,0,0,0,1.0,3.5319591941278223,0.26761437383857495,2.9419853687286377,4.184881687164307,0.9405620098114014,False,False,PASS
P024,S001,sub-P024_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,3,EMG_CH2_24BIT,,True,False,610806,610806,0,0,0,1.0,1.346665940008757,1.7032992693058375,-1.1561577320098877,4.847727298736572,5.7127543687820435,False,False,PASS
P025,S001,sub-P025_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,0,Battery,,False,True,576283,576283,0,0,0,1.0,3778.009838937979,9.749374800273369,3695.238037109375,3797.80224609375,36.630126953125,False,False,PASS
P025,S001,sub-P025_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,1,ECG_EMG_Status1,,False,True,576283,576283,0,0,0,1.0,128.0,0.0,128.0,128.0,0.0,True,True,CONSTANT
P025,S001,sub-P025_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,2,EMG_CH1_24BIT,,True,False,576283,576283,0,0,0,1.0,-8.550381628394153,0.823224162405184,-9.967545509338379,-7.233823299407959,2.5632505416870117,False,False,PASS
P025,S001,sub-P025_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,3,EMG_CH2_24BIT,,True,False,576283,576283,0,0,0,1.0,-14.636494638356004,0.5025604796736877,-16.176593780517578,-13.377913475036621,2.2474589347839355,False,False,PASS
P026,S001,sub-P026_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,0,Battery,,False,True,581257,581257,0,0,0,1.0,3773.643684099584,11.98245217261311,3671.794921875,3832.967041015625,68.864501953125,False,False,PASS
P026,S001,sub-P026_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,1,ECG_EMG_Status1,,False,True,581257,581257,0,0,0,1.0,128.0,0.0,128.0,128.0,0.0,True,True,CONSTANT
P026,S001,sub-P026_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,2,EMG_CH1_24BIT,,True,False,581257,581257,0,0,0,1.0,1.994638881018296,0.47914485306029986,0.6221211552619934,2.7351646423339844,1.686719138622284,False,False,PASS
P026,S001,sub-P026_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,3,EMG_CH2_24BIT,,True,False,581257,581257,0,0,0,1.0,8.773361811561266,1.6733015199889039,4.2489495277404785,10.4425630569458,4.862138004302978,False,False,PASS
P027,S001,sub-P027_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,0,Battery,,False,True,618712,618712,0,0,0,1.0,3768.452202718375,10.769501085057957,3651.281982421875,3789.010986328125,43.9560546875,False,False,PASS
P027,S001,sub-P027_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,1,ECG_EMG_Status1,,False,True,618712,618712,0,0,0,1.0,128.0,0.0,128.0,128.0,0.0,True,True,CONSTANT
P027,S001,sub-P027_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,2,EMG_CH1_24BIT,,True,False,618712,618712,0,0,0,1.0,-9.665789212064455,0.17903112061335766,-10.375585556030273,-9.12230396270752,0.7959797382354736,False,False,PASS
P027,S001,sub-P027_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,3,EMG_CH2_24BIT,,True,False,618712,618712,0,0,0,1.0,-5.422344550904819,0.26159174161698423,-7.082488059997559,-4.770653247833252,0.8914687633514404,False,False,PASS
P028,S001,sub-P028_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,0,Battery,,False,True,621850,621850,0,0,0,1.0,3773.5387403392,9.61369347710723,3686.44677734375,3793.406494140625,36.630126953125,False,False,PASS
P028,S001,sub-P028_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,1,ECG_EMG_Status1,,False,True,621850,621850,0,0,0,1.0,128.0,0.0,128.0,128.0,0.0,True,True,CONSTANT
P028,S001,sub-P028_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,2,EMG_CH1_24BIT,,True,False,621850,621850,0,0,0,1.0,-8.636703518325898,0.3772756399479672,-9.479642868041992,-7.738073825836182,1.2784762382507324,False,False,PASS
P028,S001,sub-P028_ses-S001_task-Default_run-001_eeg.xdf,Shimmer_BBBD,3,EMG_CH2_24BIT,,True,False,621850,621850,0,0,0,1.0,24.08660745435621,0.13346130880834464,21.420820236206055,24.478801727294922,0.5036253929138184,False,False,PASS
