repetition,role,region,task,policy,baseline,cell_id,subject_fold,video_fold,raw_test_rows,n,low,high,accuracy,balanced_accuracy,macro_f1,roc_auc,brier
0,primary,joint_primary,valence,discard_midpoint,position_train_prior,S2_V2,2,2,6,5,4,1,0.8,0.5,0.4444444444444444,0.75,0.14988429752066118
0,primary,joint_primary,valence,discard_midpoint,position_train_prior,S2_V3,2,3,8,7,6,1,0.8571428571428571,0.5,0.46153846153846156,0.5833333333333333,0.19581092308365036
0,primary,joint_primary,valence,discard_midpoint,position_train_prior,S3_V1,3,1,14,7,4,3,0.5714285714285714,0.5,0.36363636363636365,0.7916666666666666,0.22681304664723032
0,primary,joint_primary,valence,discard_midpoint,position_train_prior,S3_V2,3,2,6,6,4,2,0.6666666666666666,0.5,0.4,0.75,0.2396603796844181
0,primary,joint_primary,valence,discard_midpoint,position_train_prior,S3_V3,3,3,4,3,3,0,0.3333333333333333,,,,0.18197278911564627
0,primary,joint_primary,valence,discard_midpoint,position_quadratic_logistic,S1_V1,1,1,19,18,12,6,0.6666666666666666,0.5,0.4,0.41666666666666663,0.27928317128695945
0,primary,joint_primary,valence,discard_midpoint,position_quadratic_logistic,S1_V2,1,2,9,7,3,4,0.42857142857142855,0.5,0.3,0.5,0.3788048154687405
0,primary,joint_primary,valence,discard_midpoint,position_quadratic_logistic,S1_V3,1,3,5,4,4,0,0.5,,,,0.15436509641351703
0,primary,joint_primary,valence,discard_midpoint,position_quadratic_logistic,S2_V1,2,1,19,18,13,5,0.5,0.4076923076923077,0.4109090909090909,0.5615384615384615,0.2654985609348244
0,primary,joint_primary,valence,discard_midpoint,position_quadratic_logistic,S2_V2,2,2,6,5,4,1,0.8,0.5,0.4444444444444444,0.75,0.14988200269799185
0,primary,joint_primary,valence,discard_midpoint,position_quadratic_logistic,S2_V3,2,3,8,7,6,1,0.8571428571428571,0.5,0.46153846153846156,0.41666666666666663,0.19581370005381155
0,primary,joint_primary,valence,discard_midpoint,position_quadratic_logistic,S3_V1,3,1,14,7,4,3,0.5714285714285714,0.5,0.36363636363636365,0.7916666666666666,0.22681007760637267
0,primary,joint_primary,valence,discard_midpoint,position_quadratic_logistic,S3_V2,3,2,6,6,4,2,0.6666666666666666,0.5,0.4,0.75,0.23967364215903597
0,primary,joint_primary,valence,discard_midpoint,position_quadratic_logistic,S3_V3,3,3,4,3,3,0,0.3333333333333333,,,,0.18199767283344634
0,primary,joint_primary,valence,midpoint_as_low,global_train_prior,S1_V1,1,1,19,19,13,6,0.6842105263157895,0.5,0.40625,0.5,0.23830409356725146
0,primary,joint_primary,valence,midpoint_as_low,global_train_prior,S1_V2,1,2,9,9,5,4,0.5555555555555556,0.5,0.35714285714285715,0.5,0.30666666666666675
0,primary,joint_primary,valence,midpoint_as_low,global_train_prior,S1_V3,1,3,5,5,5,0,1.0,,,,0.05975308641975309
0,primary,joint_primary,valence,midpoint_as_low,global_train_prior,S2_V1,2,1,19,19,14,5,0.7368421052631579,0.5,0.42424242424242425,0.5,0.19407894736842105
0,primary,joint_primary,valence,midpoint_as_low,global_train_prior,S2_V2,2,2,6,6,5,1,0.8333333333333334,0.5,0.45454545454545453,0.5,0.141156462585034
0,primary,joint_primary,valence,midpoint_as_low,global_train_prior,S2_V3,2,3,8,8,7,1,0.875,0.5,0.4666666666666667,0.5,0.14453125
0,primary,joint_primary,valence,midpoint_as_low,global_train_prior,S3_V1,3,1,14,14,11,3,0.7857142857142857,0.5,0.44,0.5,0.16836734693877556
0,primary,joint_primary,valence,midpoint_as_low,global_train_prior,S3_V2,3,2,6,6,4,2,0.6666666666666666,0.5,0.4,0.5,0.23183391003460205
0,primary,joint_primary,valence,midpoint_as_low,global_train_prior,S3_V3,3,3,4,4,4,0,1.0,,,,0.09113563545745815
0,primary,joint_primary,valence,midpoint_as_low,position_train_prior,S1_V1,1,1,19,19,13,6,0.6842105263157895,0.5,0.40625,0.423076923076923,0.26876715598520107
0,primary,joint_primary,valence,midpoint_as_low,position_train_prior,S1_V2,1,2,9,9,5,4,0.5555555555555556,0.5,0.35714285714285715,0.65,0.30615189289012007
0,primary,joint_primary,valence,midpoint_as_low,position_train_prior,S1_V3,1,3,5,5,5,0,1.0,,,,0.1041666666666667
0,primary,joint_primary,valence,midpoint_as_low,position_train_prior,S2_V1,2,1,19,19,14,5,0.5263157894736842,0.4214285714285715,0.4242424242424242,0.5928571428571429,0.2631460844571747
0,primary,joint_primary,valence,midpoint_as_low,position_train_prior,S2_V2,2,2,6,6,5,1,0.8333333333333334,0.5,0.45454545454545453,0.8,0.12294543063773833
0,primary,joint_primary,valence,midpoint_as_low,position_train_prior,S2_V3,2,3,8,8,7,1,0.875,0.5,0.4666666666666667,0.5,0.14852459332332113
0,primary,joint_primary,valence,midpoint_as_low,position_train_prior,S3_V1,3,1,14,14,11,3,0.7857142857142857,0.5,0.44,0.8181818181818181,0.13616367498943255
0,primary,joint_primary,valence,midpoint_as_low,position_train_prior,S3_V2,3,2,6,6,4,2,0.6666666666666666,0.5,0.4,0.75,0.23769675925925923
0,primary,joint_primary,valence,midpoint_as_low,position_train_prior,S3_V3,3,3,4,4,4,0,1.0,,,,0.1702777777777778
0,primary,joint_primary,valence,midpoint_as_low,position_quadratic_logistic,S1_V1,1,1,19,19,13,6,0.6842105263157895,0.5,0.40625,0.423076923076923,0.2687717825940032
0,primary,joint_primary,valence,midpoint_as_low,position_quadratic_logistic,S1_V2,1,2,9,9,5,4,0.5555555555555556,0.5,0.35714285714285715,0.65,0.30613203603571626
0,primary,joint_primary,valence,midpoint_as_low,position_quadratic_logistic,S1_V3,1,3,5,5,5,0,1.0,,,,0.10418154689890025
0,primary,joint_primary,valence,midpoint_as_low,position_quadratic_logistic,S2_V1,2,1,19,19,14,5,0.5263157894736842,0.4214285714285715,0.4242424242424242,0.5928571428571429,0.26313080034056663
0,primary,joint_primary,valence,midpoint_as_low,position_quadratic_logistic,S2_V2,2,2,6,6,5,1,0.8333333333333334,0.5,0.45454545454545453,0.8,0.12294533600106033
0,primary,joint_primary,valence,midpoint_as_low,position_quadratic_logistic,S2_V3,2,3,8,8,7,1,0.875,0.5,0.4666666666666667,0.5,0.1485329295604186
0,primary,joint_primary,valence,midpoint_as_low,position_quadratic_logistic,S3_V1,3,1,14,14,11,3,0.7857142857142857,0.5,0.44,0.8181818181818181,0.13616791948552207
0,primary,joint_primary,valence,midpoint_as_low,position_quadratic_logistic,S3_V2,3,2,6,6,4,2,0.6666666666666666,0.5,0.4,0.75,0.23770469626106042
0,primary,joint_primary,valence,midpoint_as_low,position_quadratic_logistic,S3_V3,3,3,4,4,4,0,1.0,,,,0.1702863859375192
0,primary,joint_primary,valence,midpoint_as_high,global_train_prior,S1_V1,1,1,19,19,12,7,0.631578947368421,0.5,0.3870967741935484,0.5,0.23857821637426904
0,primary,joint_primary,valence,midpoint_as_high,global_train_prior,S1_V2,1,2,9,9,3,6,0.3333333333333333,0.5,0.25,0.5,0.2819753086419753
0,primary,joint_primary,valence,midpoint_as_high,global_train_prior,S1_V3,1,3,5,5,4,1,0.8,0.5,0.4444444444444444,0.5,0.21975308641975308
0,primary,joint_primary,valence,midpoint_as_high,global_train_prior,S2_V1,2,1,19,19,13,6,0.6842105263157895,0.5,0.40625,0.5,0.22624269005847952
0,primary,joint_primary,valence,midpoint_as_high,global_train_prior,S2_V2,2,2,6,6,4,2,0.6666666666666666,0.5,0.4,0.5,0.23639455782312932
0,primary,joint_primary,valence,midpoint_as_high,global_train_prior,S2_V3,2,3,8,8,6,2,0.25,0.5,0.2,0.5,0.2608506944444445
0,primary,joint_primary,valence,midpoint_as_high,global_train_prior,S3_V1,3,1,14,14,4,10,0.2857142857142857,0.5,0.2222222222222222,0.5,0.3073979591836736
0,primary,joint_primary,valence,midpoint_as_high,global_train_prior,S3_V2,3,2,6,6,4,2,0.6666666666666666,0.5,0.4,0.5,0.22260668973471742
0,primary,joint_primary,valence,midpoint_as_high,global_train_prior,S3_V3,3,3,4,4,3,1,0.75,0.5,0.42857142857142855,0.5,0.2088821644713421
0,primary,joint_primary,valence,midpoint_as_high,position_train_prior,S1_V1,1,1,19,19,12,7,0.631578947368421,0.5,0.3870967741935484,0.4107142857142857,0.24439819787564146
0,primary,joint_primary,valence,midpoint_as_high,position_train_prior,S1_V2,1,2,9,9,3,6,0.3333333333333333,0.41666666666666663,0.325,0.4444444444444444,0.3187479978140841
0,primary,joint_primary,valence,midpoint_as_high,position_train_prior,S1_V3,1,3,5,5,4,1,0.6,0.75,0.5833333333333333,0.75,0.2390625
0,primary,joint_primary,valence,midpoint_as_high,position_train_prior,S2_V1,2,1,19,19,13,6,0.47368421052631576,0.391025641025641,0.391025641025641,0.5,0.2526685016111707
0,primary,joint_primary,valence,midpoint_as_high,position_train_prior,S2_V2,2,2,6,6,4,2,0.6666666666666666,0.5,0.4,0.5,0.22700936883629197
0,primary,joint_primary,valence,midpoint_as_high,position_train_prior,S2_V3,2,3,8,8,6,2,0.5,0.6666666666666666,0.5,0.5833333333333334,0.27909714140536646
0,primary,joint_primary,valence,midpoint_as_high,position_train_prior,S3_V1,3,1,14,14,4,10,0.2857142857142857,0.5,0.2222222222222222,0.3875,0.32194100091827366
0,primary,joint_primary,valence,midpoint_as_high,position_train_prior,S3_V2,3,2,6,6,4,2,0.6666666666666666,0.5,0.4,0.25,0.25547453703703704
0,primary,joint_primary,valence,midpoint_as_high,position_train_prior,S3_V3,3,3,4,4,3,1,0.5,0.6666666666666666,0.5,0.6666666666666667,0.2344753086419753
0,primary,joint_primary,valence,midpoint_as_high,position_quadratic_logistic,S1_V1,1,1,19,19,12,7,0.631578947368421,0.5,0.3870967741935484,0.4107142857142857,0.24441661099537307
0,primary,joint_primary,valence,midpoint_as_high,position_quadratic_logistic,S1_V2,1,2,9,9,3,6,0.3333333333333333,0.41666666666666663,0.325,0.4444444444444444,0.31875842790934067
0,primary,joint_primary,valence,midpoint_as_high,position_quadratic_logistic,S1_V3,1,3,5,5,4,1,0.6,0.75,0.5833333333333333,0.75,0.23905559142322924
0,primary,joint_primary,valence,midpoint_as_high,position_quadratic_logistic,S2_V1,2,1,19,19,13,6,0.47368421052631576,0.391025641025641,0.391025641025641,0.5,0.2526477212836506
0,primary,joint_primary,valence,midpoint_as_high,position_quadratic_logistic,S2_V2,2,2,6,6,4,2,0.6666666666666666,0.5,0.4,0.5,0.22701267969328173
0,primary,joint_primary,valence,midpoint_as_high,position_quadratic_logistic,S2_V3,2,3,8,8,6,2,0.5,0.5,0.4666666666666667,0.5833333333333334,0.2791023629286049
0,primary,joint_primary,valence,midpoint_as_high,position_quadratic_logistic,S3_V1,3,1,14,14,4,10,0.2857142857142857,0.5,0.2222222222222222,0.3875,0.3219451474724745
0,primary,joint_primary,valence,midpoint_as_high,position_quadratic_logistic,S3_V2,3,2,6,6,4,2,0.6666666666666666,0.5,0.4,0.25,0.2554817265954978
0,primary,joint_primary,valence,midpoint_as_high,position_quadratic_logistic,S3_V3,3,3,4,4,3,1,0.5,0.6666666666666666,0.5,0.6666666666666667,0.2344768765240164
0,primary,joint_primary,arousal,discard_midpoint,global_train_prior,S1_V1,1,1,19,14,2,12,0.14285714285714285,0.5,0.125,0.5,0.4129279811097993
0,primary,joint_primary,arousal,discard_midpoint,global_train_prior,S1_V2,1,2,9,6,1,5,0.16666666666666666,0.5,0.14285714285714285,0.5,0.32666666666666666
0,primary,joint_primary,arousal,discard_midpoint,global_train_prior,S1_V3,1,3,5,5,3,2,0.6,0.5,0.375,0.5,0.2473469387755102
0,primary,joint_primary,arousal,discard_midpoint,global_train_prior,S2_V1,2,1,19,15,9,6,0.4,0.5,0.2857142857142857,0.5,0.26938775510204077
0,primary,joint_primary,arousal,discard_midpoint,global_train_prior,S2_V2,2,2,6,5,4,1,0.2,0.5,0.16666666666666666,0.5,0.3681640625
0,primary,joint_primary,arousal,discard_midpoint,global_train_prior,S2_V3,2,3,8,7,6,1,0.14285714285714285,0.5,0.125,0.5,0.5175510204081633
0,primary,joint_primary,arousal,discard_midpoint,global_train_prior,S3_V1,3,1,14,9,3,6,0.3333333333333333,0.5,0.25,0.5,0.2980466288594833
0,primary,joint_primary,arousal,discard_midpoint,global_train_prior,S3_V2,3,2,6,6,2,4,0.6666666666666666,0.5,0.4,0.5,0.2460836803489986
0,primary,joint_primary,arousal,discard_midpoint,global_train_prior,S3_V3,3,3,4,4,3,1,0.25,0.5,0.2,0.5,0.31
0,primary,joint_primary,arousal,discard_midpoint,position_train_prior,S1_V1,1,1,19,14,2,12,0.14285714285714285,0.5,0.125,0.625,0.4454567541302236
0,primary,joint_primary,arousal,discard_midpoint,position_train_prior,S1_V2,1,2,9,6,1,5,0.16666666666666666,0.1,0.14285714285714285,0.1,0.3275462962962963
0,primary,joint_primary,arousal,discard_midpoint,position_train_prior,S1_V3,1,3,5,5,3,2,0.6,0.5,0.375,0.5833333333333334,0.2413324567170721
0,primary,joint_primary,arousal,discard_midpoint,position_train_prior,S2_V1,2,1,19,15,9,6,0.4666666666666667,0.4722222222222222,0.4642857142857143,0.48148148148148145,0.3290178571428572
0,primary,joint_primary,arousal,discard_midpoint,position_train_prior,S2_V2,2,2,6,5,4,1,0.2,0.5,0.16666666666666666,0.75,0.5037777777777779
0,primary,joint_primary,arousal,discard_midpoint,position_train_prior,S2_V3,2,3,8,7,6,1,0.14285714285714285,0.5,0.125,0.33333333333333337,0.521620425029516
0,primary,joint_primary,arousal,discard_midpoint,position_train_prior,S3_V1,3,1,14,9,3,6,0.3333333333333333,0.5,0.25,0.25,0.3392402228381064
0,primary,joint_primary,arousal,discard_midpoint,position_train_prior,S3_V2,3,2,6,6,2,4,0.3333333333333333,0.25,0.25,0.25,0.27046985001530455
0,primary,joint_primary,arousal,discard_midpoint,position_train_prior,S3_V3,3,3,4,4,3,1,0.25,0.5,0.2,0.0,0.32742644641683105
0,primary,joint_primary,arousal,discard_midpoint,position_quadratic_logistic,S1_V1,1,1,19,14,2,12,0.14285714285714285,0.5,0.125,0.625,0.44556990758386084
0,primary,joint_primary,arousal,discard_midpoint,position_quadratic_logistic,S1_V2,1,2,9,6,1,5,0.16666666666666666,0.5,0.14285714285714285,0.1,0.3275682414448187
0,primary,joint_primary,arousal,discard_midpoint,position_quadratic_logistic,S1_V3,1,3,5,5,3,2,0.6,0.5,0.375,0.5833333333333334,0.2413182634006002
0,primary,joint_primary,arousal,discard_midpoint,position_quadratic_logistic,S2_V1,2,1,19,15,9,6,0.5333333333333333,0.5,0.49760765550239233,0.48148148148148145,0.32901616747658596
0,primary,joint_primary,arousal,discard_midpoint,position_quadratic_logistic,S2_V2,2,2,6,5,4,1,0.2,0.5,0.16666666666666666,0.75,0.5038500890045008
0,primary,joint_primary,arousal,discard_midpoint,position_quadratic_logistic,S2_V3,2,3,8,7,6,1,0.14285714285714285,0.5,0.125,0.5,0.521651470690705
0,primary,joint_primary,arousal,discard_midpoint,position_quadratic_logistic,S3_V1,3,1,14,9,3,6,0.3333333333333333,0.5,0.25,0.25,0.3393223536333838
0,primary,joint_primary,arousal,discard_midpoint,position_quadratic_logistic,S3_V2,3,2,6,6,2,4,0.3333333333333333,0.25,0.25,0.25,0.2704475660777156
0,primary,joint_primary,arousal,discard_midpoint,position_quadratic_logistic,S3_V3,3,3,4,4,3,1,0.25,0.5,0.2,0.0,0.3274076240892905
0,primary,joint_primary,arousal,midpoint_as_low,global_train_prior,S1_V1,1,1,19,19,7,12,0.3684210526315789,0.5,0.2692307692307692,0.5,0.3482273391812865
0,primary,joint_primary,arousal,midpoint_as_low,global_train_prior,S1_V2,1,2,9,9,4,5,0.4444444444444444,0.5,0.3076923076923077,0.5,0.30666666666666664
0,primary,joint_primary,arousal,midpoint_as_low,global_train_prior,S1_V3,1,3,5,5,3,2,0.6,0.5,0.375,0.5,0.2404938271604938
0,primary,joint_primary,arousal,midpoint_as_low,global_train_prior,S2_V1,2,1,19,19,13,6,0.3157894736842105,0.5,0.24,0.5,0.25
0,primary,joint_primary,arousal,midpoint_as_low,global_train_prior,S2_V2,2,2,6,6,5,1,0.16666666666666666,0.5,0.14285714285714285,0.5,0.25
0,primary,joint_primary,arousal,midpoint_as_low,global_train_prior,S2_V3,2,3,8,8,7,1,0.125,0.5,0.1111111111111111,0.5,0.30078125
0,primary,joint_primary,arousal,midpoint_as_low,global_train_prior,S3_V1,3,1,14,14,8,6,0.5714285714285714,0.5,0.36363636363636365,0.5,0.2563775510204082
0,primary,joint_primary,arousal,midpoint_as_low,global_train_prior,S3_V2,3,2,6,6,2,4,0.3333333333333333,0.5,0.25,0.5,0.28719723183391005
0,primary,joint_primary,arousal,midpoint_as_low,global_train_prior,S3_V3,3,3,4,4,3,1,0.75,0.5,0.42857142857142855,0.5,0.22864008543965825
0,primary,joint_primary,arousal,midpoint_as_low,position_train_prior,S1_V1,1,1,19,19,7,12,0.3684210526315789,0.5,0.2692307692307692,0.3928571428571428,0.3721897750328202
0,primary,joint_primary,arousal,midpoint_as_low,position_train_prior,S1_V2,1,2,9,9,4,5,0.4444444444444444,0.5,0.3076923076923077,0.65,0.2940224412325718
0,primary,joint_primary,arousal,midpoint_as_low,position_train_prior,S1_V3,1,3,5,5,3,2,0.6,0.5,0.375,0.5833333333333334,0.23958333333333334
0,primary,joint_primary,arousal,midpoint_as_low,position_train_prior,S2_V1,2,1,19,19,13,6,0.5789473684210527,0.5128205128205128,0.5128205128205128,0.4423076923076923,0.30004823566853644
0,primary,joint_primary,arousal,midpoint_as_low,position_train_prior,S2_V2,2,2,6,6,5,1,0.6666666666666666,0.8,0.625,0.8,0.30442554240631164
0,primary,joint_primary,arousal,midpoint_as_low,position_train_prior,S2_V3,2,3,8,8,7,1,0.375,0.21428571428571427,0.2727272727272727,0.2142857142857143,0.2949488145447803
0,primary,joint_primary,arousal,midpoint_as_low,position_train_prior,S3_V1,3,1,14,14,8,6,0.5714285714285714,0.5,0.36363636363636365,0.3645833333333333,0.27467860422405876
0,primary,joint_primary,arousal,midpoint_as_low,position_train_prior,S3_V2,3,2,6,6,2,4,0.3333333333333333,0.5,0.25,0.25,0.31741898148148157
0,primary,joint_primary,arousal,midpoint_as_low,position_train_prior,S3_V3,3,3,4,4,3,1,0.0,0.0,0.0,0.0,0.30669753086419754
0,primary,joint_primary,arousal,midpoint_as_low,position_quadratic_logistic,S1_V1,1,1,19,19,7,12,0.3684210526315789,0.5,0.2692307692307692,0.3928571428571428,0.37220779823263667
0,primary,joint_primary,arousal,midpoint_as_low,position_quadratic_logistic,S1_V2,1,2,9,9,4,5,0.4444444444444444,0.5,0.3076923076923077,0.65,0.2940505969494284
0,primary,joint_primary,arousal,midpoint_as_low,position_quadratic_logistic,S1_V3,1,3,5,5,3,2,0.6,0.5,0.375,0.5833333333333334,0.23958349925551653
0,primary,joint_primary,arousal,midpoint_as_low,position_quadratic_logistic,S2_V1,2,1,19,19,13,6,0.5789473684210527,0.5128205128205128,0.5128205128205128,0.4423076923076923,0.30005196959912506
0,primary,joint_primary,arousal,midpoint_as_low,position_quadratic_logistic,S2_V2,2,2,6,6,5,1,0.6666666666666666,0.8,0.625,0.8,0.30441024807645434
0,primary,joint_primary,arousal,midpoint_as_low,position_quadratic_logistic,S2_V3,2,3,8,8,7,1,0.375,0.21428571428571427,0.2727272727272727,0.2142857142857143,0.29494974922139605
0,primary,joint_primary,arousal,midpoint_as_low,position_quadratic_logistic,S3_V1,3,1,14,14,8,6,0.5714285714285714,0.5,0.36363636363636365,0.3645833333333333,0.27470336155416386
0,primary,joint_primary,arousal,midpoint_as_low,position_quadratic_logistic,S3_V2,3,2,6,6,2,4,0.3333333333333333,0.5,0.25,0.25,0.31741773489861647
0,primary,joint_primary,arousal,midpoint_as_low,position_quadratic_logistic,S3_V3,3,3,4,4,3,1,0.0,0.0,0.0,0.0,0.3066942965813986
0,primary,joint_primary,arousal,midpoint_as_high,global_train_prior,S1_V1,1,1,19,19,2,17,0.10526315789473684,0.5,0.09523809523809523,0.5,0.36430921052631576
0,primary,joint_primary,arousal,midpoint_as_high,global_train_prior,S1_V2,1,2,9,9,1,8,0.8888888888888888,0.5,0.47058823529411764,0.5,0.2251851851851852
0,primary,joint_primary,arousal,midpoint_as_high,global_train_prior,S1_V3,1,3,5,5,3,2,0.4,0.5,0.2857142857142857,0.5,0.27999999999999997
0,primary,joint_primary,arousal,midpoint_as_high,global_train_prior,S2_V1,2,1,19,19,9,10,0.5263157894736842,0.5,0.3448275862068966,0.5,0.2590460526315789
0,primary,joint_primary,arousal,midpoint_as_high,global_train_prior,S2_V2,2,2,6,6,4,2,0.3333333333333333,0.5,0.25,0.5,0.38605442176870747
0,primary,joint_primary,arousal,midpoint_as_high,global_train_prior,S2_V3,2,3,8,8,6,2,0.25,0.5,0.2,0.5,0.5277777777777779
0,primary,joint_primary,arousal,midpoint_as_high,global_train_prior,S3_V1,3,1,14,14,3,11,0.7857142857142857,0.5,0.44,0.5,0.25
0,primary,joint_primary,arousal,midpoint_as_high,global_train_prior,S3_V2,3,2,6,6,2,4,0.6666666666666666,0.5,0.4,0.5,0.22568242983467893
0,primary,joint_primary,arousal,midpoint_as_high,global_train_prior,S3_V3,3,3,4,4,3,1,0.25,0.5,0.2,0.5,0.3883054467782128
0,primary,joint_primary,arousal,midpoint_as_high,position_train_prior,S1_V1,1,1,19,19,2,17,0.3684210526315789,0.6470588235294118,0.3522727272727273,0.6764705882352942,0.3739408043919323
0,primary,joint_primary,arousal,midpoint_as_high,position_train_prior,S1_V2,1,2,9,9,1,8,0.6666666666666666,0.375,0.4,0.125,0.2467425874628091
0,primary,joint_primary,arousal,midpoint_as_high,position_train_prior,S1_V3,1,3,5,5,3,2,0.4,0.5,0.2857142857142857,0.41666666666666663,0.27239583333333334
0,primary,joint_primary,arousal,midpoint_as_high,position_train_prior,S2_V1,2,1,19,19,9,10,0.5789473684210527,0.5722222222222222,0.5681818181818181,0.5388888888888889,0.29102828997095914
0,primary,joint_primary,arousal,midpoint_as_high,position_train_prior,S2_V2,2,2,6,6,4,2,0.3333333333333333,0.5,0.25,0.5,0.4873643984220906
0,primary,joint_primary,arousal,midpoint_as_high,position_train_prior,S2_V3,2,3,8,8,6,2,0.25,0.5,0.2,0.5,0.5321346671187858
0,primary,joint_primary,arousal,midpoint_as_high,position_train_prior,S3_V1,3,1,14,14,3,11,0.5,0.3181818181818182,0.3333333333333333,0.393939393939394,0.2768672475111869
0,primary,joint_primary,arousal,midpoint_as_high,position_train_prior,S3_V2,3,2,6,6,2,4,0.6666666666666666,0.5,0.4,0.25,0.24343750000000006
0,primary,joint_primary,arousal,midpoint_as_high,position_train_prior,S3_V3,3,3,4,4,3,1,0.25,0.5,0.2,1.0,0.3526234567901234
0,primary,joint_primary,arousal,midpoint_as_high,position_quadratic_logistic,S1_V1,1,1,19,19,2,17,0.10526315789473684,0.5,0.09523809523809523,0.6764705882352942,0.37393734478663826
0,primary,joint_primary,arousal,midpoint_as_high,position_quadratic_logistic,S1_V2,1,2,9,9,1,8,0.6666666666666666,0.375,0.4,0.125,0.24667818556346133
0,primary,joint_primary,arousal,midpoint_as_high,position_quadratic_logistic,S1_V3,1,3,5,5,3,2,0.4,0.5,0.2857142857142857,0.41666666666666663,0.2723968283880923
0,primary,joint_primary,arousal,midpoint_as_high,position_quadratic_logistic,S2_V1,2,1,19,19,9,10,0.5789473684210527,0.5722222222222222,0.5681818181818181,0.5388888888888889,0.2909807765998327
0,primary,joint_primary,arousal,midpoint_as_high,position_quadratic_logistic,S2_V2,2,2,6,6,4,2,0.3333333333333333,0.5,0.25,0.5,0.4874875089154267
0,primary,joint_primary,arousal,midpoint_as_high,position_quadratic_logistic,S2_V3,2,3,8,8,6,2,0.25,0.5,0.2,0.5,0.5321220316939494
0,primary,joint_primary,arousal,midpoint_as_high,position_quadratic_logistic,S3_V1,3,1,14,14,3,11,0.5,0.3181818181818182,0.3333333333333333,0.393939393939394,0.2768682474966321
0,primary,joint_primary,arousal,midpoint_as_high,position_quadratic_logistic,S3_V2,3,2,6,6,2,4,0.6666666666666666,0.5,0.4,0.25,0.24344174516689
0,primary,joint_primary,arousal,midpoint_as_high,position_quadratic_logistic,S3_V3,3,3,4,4,3,1,0.25,0.5,0.2,1.0,0.3525786775652549
1,sensitivity,joint_primary,valence,discard_midpoint,global_train_prior,S1_V1,1,1,10,10,7,3,0.7,0.5,0.4117647058823529,0.5,0.22000000000000003
1,sensitivity,joint_primary,valence,discard_midpoint,global_train_prior,S1_V2,1,2,11,10,7,3,0.7,0.5,0.4117647058823529,0.5,0.217722681359045
1,sensitivity,joint_primary,valence,discard_midpoint,global_train_prior,S1_V3,1,3,9,7,6,1,0.8571428571428571,0.5,0.46153846153846156,0.5,0.1587301587301587
1,sensitivity,joint_primary,valence,discard_midpoint,global_train_prior,S2_V1,2,1,8,5,4,1,0.8,0.5,0.4444444444444444,0.5,0.17061524334251604
1,sensitivity,joint_primary,valence,discard_midpoint,global_train_prior,S2_V2,2,2,8,5,1,4,0.2,0.5,0.16666666666666666,0.5,0.49382716049382724
1,sensitivity,joint_primary,valence,discard_midpoint,global_train_prior,S2_V3,2,3,11,9,7,2,0.7777777777777778,0.5,0.4375,0.5,0.17607114957033831
1,sensitivity,joint_primary,valence,discard_midpoint,global_train_prior,S3_V1,3,1,15,13,11,2,0.8461538461538461,0.5,0.4583333333333333,0.5,0.15864884335227725
1,sensitivity,joint_primary,valence,discard_midpoint,global_train_prior,S3_V2,3,2,11,10,6,4,0.6,0.5,0.375,0.5,0.27034339229968785
