relative_path,category,modality,sampling_rate,channels,data_shape,timestamps_shape
DEJA-VU/segments/sub-P001/S001_neutral_baseline.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[55197, 7]",[55197]
DEJA-VU/segments/sub-P001/S001_neutral_baseline.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[94088, 2]",[94088]
DEJA-VU/segments/sub-P001/S001_neutral_baseline.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1840, 1]",[1840]
DEJA-VU/segments/sub-P001/S001_quadrant_A_pos4.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[66549, 4]",[66549]
DEJA-VU/segments/sub-P001/S001_quadrant_A_pos4.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[38998, 7]",[38998]
DEJA-VU/segments/sub-P001/S001_quadrant_A_pos4.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[66475, 2]",[66475]
DEJA-VU/segments/sub-P001/S001_quadrant_A_pos4.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1299, 1]",[1299]
DEJA-VU/segments/sub-P001/S001_quadrant_B_pos3.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[110574, 4]",[110574]
DEJA-VU/segments/sub-P001/S001_quadrant_B_pos3.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[64797, 7]",[64797]
DEJA-VU/segments/sub-P001/S001_quadrant_B_pos3.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[110450, 2]",[110450]
DEJA-VU/segments/sub-P001/S001_quadrant_B_pos3.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[2160, 1]",[2160]
DEJA-VU/segments/sub-P001/S001_quadrant_C_pos2.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[92657, 4]",[92657]
DEJA-VU/segments/sub-P001/S001_quadrant_C_pos2.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[54298, 7]",[54298]
DEJA-VU/segments/sub-P001/S001_quadrant_C_pos2.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[92554, 2]",[92554]
DEJA-VU/segments/sub-P001/S001_quadrant_C_pos2.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1810, 1]",[1810]
DEJA-VU/segments/sub-P001/S001_transition_B_to_A_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68084, 4]",[68084]
DEJA-VU/segments/sub-P001/S001_transition_B_to_A_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P001/S001_transition_B_to_A_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[68009, 2]",[68009]
DEJA-VU/segments/sub-P001/S001_transition_B_to_A_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P001/S001_transition_C_to_B_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68084, 4]",[68084]
DEJA-VU/segments/sub-P001/S001_transition_C_to_B_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P001/S001_transition_C_to_B_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[68008, 2]",[68008]
DEJA-VU/segments/sub-P001/S001_transition_C_to_B_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P001/S001_transition_D_to_C_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68084, 4]",[68084]
DEJA-VU/segments/sub-P001/S001_transition_D_to_C_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P001/S001_transition_D_to_C_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[68008, 2]",[68008]
DEJA-VU/segments/sub-P001/S001_transition_D_to_C_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P001/S002_neutral_baseline.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[94202, 4]",[94202]
DEJA-VU/segments/sub-P001/S002_neutral_baseline.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[55198, 7]",[55198]
DEJA-VU/segments/sub-P001/S002_neutral_baseline.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[94205, 2]",[94205]
DEJA-VU/segments/sub-P001/S002_neutral_baseline.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1840, 1]",[1840]
DEJA-VU/segments/sub-P001/S002_quadrant_A_pos4.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[74747, 4]",[74747]
DEJA-VU/segments/sub-P001/S002_quadrant_A_pos4.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[43798, 7]",[43798]
DEJA-VU/segments/sub-P001/S002_quadrant_A_pos4.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[74750, 2]",[74750]
DEJA-VU/segments/sub-P001/S002_quadrant_A_pos4.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1460, 1]",[1460]
DEJA-VU/segments/sub-P001/S002_quadrant_B_pos2.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[51709, 4]",[51709]
DEJA-VU/segments/sub-P001/S002_quadrant_B_pos2.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[30298, 7]",[30298]
DEJA-VU/segments/sub-P001/S002_quadrant_B_pos2.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[51710, 2]",[51710]
DEJA-VU/segments/sub-P001/S002_quadrant_B_pos2.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1010, 1]",[1010]
DEJA-VU/segments/sub-P001/S002_quadrant_C_pos3.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[65020, 4]",[65020]
DEJA-VU/segments/sub-P001/S002_quadrant_C_pos3.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[38099, 7]",[38099]
DEJA-VU/segments/sub-P001/S002_quadrant_C_pos3.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[65021, 2]",[65021]
DEJA-VU/segments/sub-P001/S002_quadrant_C_pos3.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1270, 1]",[1270]
DEJA-VU/segments/sub-P001/S002_transition_B_to_C_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68091, 4]",[68091]
DEJA-VU/segments/sub-P001/S002_transition_B_to_C_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P001/S002_transition_B_to_C_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[68094, 2]",[68094]
DEJA-VU/segments/sub-P001/S002_transition_B_to_C_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P001/S002_transition_C_to_A_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68091, 4]",[68091]
DEJA-VU/segments/sub-P001/S002_transition_C_to_A_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P001/S002_transition_C_to_A_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[68094, 2]",[68094]
DEJA-VU/segments/sub-P001/S002_transition_C_to_A_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P001/S002_transition_D_to_B_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68091, 4]",[68091]
DEJA-VU/segments/sub-P001/S002_transition_D_to_B_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P001/S002_transition_D_to_B_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[68094, 2]",[68094]
DEJA-VU/segments/sub-P001/S002_transition_D_to_B_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P002/S001_neutral_baseline.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[94203, 4]",[94203]
DEJA-VU/segments/sub-P002/S001_neutral_baseline.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[55197, 7]",[55197]
DEJA-VU/segments/sub-P002/S001_neutral_baseline.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[94069, 2]",[94069]
DEJA-VU/segments/sub-P002/S001_neutral_baseline.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1840, 1]",[1840]
DEJA-VU/segments/sub-P002/S001_quadrant_A_pos3.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[81403, 4]",[81403]
DEJA-VU/segments/sub-P002/S001_quadrant_A_pos3.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[47698, 7]",[47698]
DEJA-VU/segments/sub-P002/S001_quadrant_A_pos3.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[81288, 2]",[81288]
DEJA-VU/segments/sub-P002/S001_quadrant_A_pos3.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1590, 1]",[1590]
DEJA-VU/segments/sub-P002/S001_quadrant_B_pos2.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[88059, 4]",[88059]
DEJA-VU/segments/sub-P002/S001_quadrant_B_pos2.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[51598, 7]",[51598]
DEJA-VU/segments/sub-P002/S001_quadrant_B_pos2.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[87934, 2]",[87934]
DEJA-VU/segments/sub-P002/S001_quadrant_B_pos2.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1720, 1]",[1720]
DEJA-VU/segments/sub-P002/S001_quadrant_C_pos4.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[73212, 4]",[73212]
DEJA-VU/segments/sub-P002/S001_quadrant_C_pos4.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[42898, 7]",[42898]
DEJA-VU/segments/sub-P002/S001_quadrant_C_pos4.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[73108, 2]",[73108]
DEJA-VU/segments/sub-P002/S001_quadrant_C_pos4.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1430, 1]",[1430]
DEJA-VU/segments/sub-P002/S001_transition_A_to_C_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68093, 4]",[68093]
DEJA-VU/segments/sub-P002/S001_transition_A_to_C_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P002/S001_transition_A_to_C_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[67995, 2]",[67995]
DEJA-VU/segments/sub-P002/S001_transition_A_to_C_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P002/S001_transition_B_to_A_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68093, 4]",[68093]
DEJA-VU/segments/sub-P002/S001_transition_B_to_A_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P002/S001_transition_B_to_A_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[67995, 2]",[67995]
DEJA-VU/segments/sub-P002/S001_transition_B_to_A_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P002/S001_transition_D_to_B_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68092, 4]",[68092]
DEJA-VU/segments/sub-P002/S001_transition_D_to_B_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P002/S001_transition_D_to_B_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[67996, 2]",[67996]
DEJA-VU/segments/sub-P002/S001_transition_D_to_B_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P002/S002_neutral_baseline.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[94187, 4]",[94187]
DEJA-VU/segments/sub-P002/S002_neutral_baseline.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[55198, 7]",[55198]
DEJA-VU/segments/sub-P002/S002_neutral_baseline.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[94205, 2]",[94205]
DEJA-VU/segments/sub-P002/S002_neutral_baseline.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1840, 1]",[1840]
DEJA-VU/segments/sub-P002/S002_quadrant_A_pos2.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[88045, 4]",[88045]
DEJA-VU/segments/sub-P002/S002_quadrant_A_pos2.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[51597, 7]",[51597]
DEJA-VU/segments/sub-P002/S002_quadrant_A_pos2.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[88061, 2]",[88061]
DEJA-VU/segments/sub-P002/S002_quadrant_A_pos2.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1720, 1]",[1720]
DEJA-VU/segments/sub-P002/S002_quadrant_B_pos3.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[110568, 4]",[110568]
DEJA-VU/segments/sub-P002/S002_quadrant_B_pos3.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[64797, 7]",[64797]
DEJA-VU/segments/sub-P002/S002_quadrant_B_pos3.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[110589, 2]",[110589]
DEJA-VU/segments/sub-P002/S002_quadrant_B_pos3.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[2160, 1]",[2160]
DEJA-VU/segments/sub-P002/S002_quadrant_C_pos4.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[101865, 4]",[101865]
DEJA-VU/segments/sub-P002/S002_quadrant_C_pos4.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[59697, 7]",[59697]
DEJA-VU/segments/sub-P002/S002_quadrant_C_pos4.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[101885, 2]",[101885]
DEJA-VU/segments/sub-P002/S002_quadrant_C_pos4.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1989, 1]",[1989]
DEJA-VU/segments/sub-P002/S002_transition_A_to_B_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68080, 4]",[68080]
DEJA-VU/segments/sub-P002/S002_transition_A_to_B_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P002/S002_transition_A_to_B_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[68093, 2]",[68093]
DEJA-VU/segments/sub-P002/S002_transition_A_to_B_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1329, 1]",[1329]
DEJA-VU/segments/sub-P002/S002_transition_B_to_C_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68081, 4]",[68081]
DEJA-VU/segments/sub-P002/S002_transition_B_to_C_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39899, 7]",[39899]
DEJA-VU/segments/sub-P002/S002_transition_B_to_C_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[68093, 2]",[68093]
DEJA-VU/segments/sub-P002/S002_transition_B_to_C_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P002/S002_transition_D_to_A_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68081, 4]",[68081]
DEJA-VU/segments/sub-P002/S002_transition_D_to_A_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P002/S002_transition_D_to_A_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[68094, 2]",[68094]
DEJA-VU/segments/sub-P002/S002_transition_D_to_A_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P003/S001_neutral_baseline.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[94082, 4]",[94082]
DEJA-VU/segments/sub-P003/S001_neutral_baseline.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[55197, 7]",[55197]
DEJA-VU/segments/sub-P003/S001_neutral_baseline.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[94089, 2]",[94089]
DEJA-VU/segments/sub-P003/S001_neutral_baseline.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1840, 1]",[1840]
DEJA-VU/segments/sub-P003/S001_quadrant_A_pos2.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[88969, 4]",[88969]
DEJA-VU/segments/sub-P003/S001_quadrant_A_pos2.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[52198, 7]",[52198]
DEJA-VU/segments/sub-P003/S001_quadrant_A_pos2.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[88976, 2]",[88976]
DEJA-VU/segments/sub-P003/S001_quadrant_A_pos2.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1740, 1]",[1740]
DEJA-VU/segments/sub-P003/S001_quadrant_B_pos4.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[84367, 4]",[84367]
DEJA-VU/segments/sub-P003/S001_quadrant_B_pos4.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[49498, 7]",[49498]
DEJA-VU/segments/sub-P003/S001_quadrant_B_pos4.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[84374, 2]",[84374]
DEJA-VU/segments/sub-P003/S001_quadrant_B_pos4.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1649, 1]",[1649]
DEJA-VU/segments/sub-P003/S001_quadrant_C_pos3.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[101752, 4]",[101752]
DEJA-VU/segments/sub-P003/S001_quadrant_C_pos3.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[59697, 7]",[59697]
DEJA-VU/segments/sub-P003/S001_quadrant_C_pos3.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[101760, 2]",[101760]
DEJA-VU/segments/sub-P003/S001_quadrant_C_pos3.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1990, 1]",[1990]
DEJA-VU/segments/sub-P003/S001_transition_A_to_C_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68006, 4]",[68006]
DEJA-VU/segments/sub-P003/S001_transition_A_to_C_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P003/S001_transition_A_to_C_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[68010, 2]",[68010]
DEJA-VU/segments/sub-P003/S001_transition_A_to_C_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P003/S001_transition_C_to_B_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68005, 4]",[68005]
DEJA-VU/segments/sub-P003/S001_transition_C_to_B_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P003/S001_transition_C_to_B_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[68010, 2]",[68010]
DEJA-VU/segments/sub-P003/S001_transition_C_to_B_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P003/S001_transition_D_to_A_period.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[68005, 4]",[68005]
DEJA-VU/segments/sub-P003/S001_transition_D_to_A_period.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[39898, 7]",[39898]
DEJA-VU/segments/sub-P003/S001_transition_D_to_A_period.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[68011, 2]",[68011]
DEJA-VU/segments/sub-P003/S001_transition_D_to_A_period.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1330, 1]",[1330]
DEJA-VU/segments/sub-P004/S001_neutral_baseline.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[94200, 4]",[94200]
DEJA-VU/segments/sub-P004/S001_neutral_baseline.h5,segment_file,eeg,300.0,"[""FP1"", ""FP2"", ""C3"", ""C4"", ""LE"", ""EOG1"", ""EOG2""]","[55197, 7]",[55197]
DEJA-VU/segments/sub-P004/S001_neutral_baseline.h5,segment_file,emg,512.0,"[""EMG_Zygomaticus"", ""EMG_Trapezius""]","[94073, 2]",[94073]
DEJA-VU/segments/sub-P004/S001_neutral_baseline.h5,segment_file,gsr,9.99938968568813,"[""GSR_Conductance""]","[1840, 1]",[1840]
DEJA-VU/segments/sub-P004/S001_quadrant_A_pos3.h5,segment_file,ecg,512.0,"[""ECG_Lead_I"", ""ECG_Lead_II"", ""ECG_Lead_III"", ""ECG_Chest""]","[81401, 4]",[81401]
