repetition,role,outer_cell,inner_id,held_subject_fold,held_video_fold,train_subject_fold,train_video_fold,validation_subject_fold,validation_video_fold,inner_train_subjects,inner_train_videos,inner_train_rows,inner_validation_subjects,inner_validation_videos,inner_validation_rows,task,label_policy,inner_train_scored,inner_train_low,inner_train_high,inner_train_both_classes,inner_validation_scored,inner_validation_low,inner_validation_high,inner_validation_both_classes,donor_anchor_count,donor_donor_min,donor_donor_p10,donor_donor_median,donor_donor_max,donor_zero_donor_rate,donor_below_5_rate,donor_below_20_rate,donor_unique_subject_min,donor_unique_video_min,donor_unique_quadrant_min,donor_same_quadrant_donor_fraction_median,donor_operational,inner_joint_operational
1,sensitivity,R01_S1_V2,R01_S1_V2_train_S3_V1,1,2,3,1,2,3,8,6,15,6,4,11,valence,midpoint_as_high,15,11,4,True,11,7,4,True,15,1,2.0,6.0,9,0.0,0.26666666666666666,1.0,1,1,1,0.4,True,True
1,sensitivity,R01_S1_V2,R01_S1_V2_train_S3_V1,1,2,3,1,2,3,8,6,15,6,4,11,arousal,discard_midpoint,6,3,3,True,11,4,7,True,6,0,0.5,1.5,2,0.16666666666666666,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S1_V2,R01_S1_V2_train_S3_V1,1,2,3,1,2,3,8,6,15,6,4,11,arousal,midpoint_as_low,15,12,3,True,11,4,7,True,15,0,1.0,8.0,11,0.06666666666666667,0.2,1.0,0,0,0,0.1875,False,False
1,sensitivity,R01_S1_V2,R01_S1_V2_train_S3_V1,1,2,3,1,2,3,8,6,15,6,4,11,arousal,midpoint_as_high,15,3,12,True,11,4,7,True,15,2,2.0,7.0,11,0.0,0.2,1.0,2,2,1,0.2857142857142857,True,True
1,sensitivity,R01_S1_V2,R01_S1_V2_train_S3_V3,1,2,3,3,2,1,5,3,7,6,4,8,valence,discard_midpoint,6,4,2,True,5,4,1,True,6,0,0.0,2.0,3,0.3333333333333333,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S1_V2,R01_S1_V2_train_S3_V3,1,2,3,3,2,1,5,3,7,6,4,8,valence,midpoint_as_low,7,5,2,True,8,7,1,True,7,0,0.0,2.0,4,0.2857142857142857,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S1_V2,R01_S1_V2_train_S3_V3,1,2,3,3,2,1,5,3,7,6,4,8,valence,midpoint_as_high,7,4,3,True,8,4,4,True,7,0,0.0,2.0,3,0.42857142857142855,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S1_V2,R01_S1_V2_train_S3_V3,1,2,3,3,2,1,5,3,7,6,4,8,arousal,discard_midpoint,7,4,3,True,7,4,3,True,7,0,0.0,2.0,3,0.42857142857142855,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S1_V2,R01_S1_V2_train_S3_V3,1,2,3,3,2,1,5,3,7,6,4,8,arousal,midpoint_as_low,7,4,3,True,8,5,3,True,7,0,0.0,2.0,3,0.42857142857142855,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S1_V2,R01_S1_V2_train_S3_V3,1,2,3,3,2,1,5,3,7,6,4,8,arousal,midpoint_as_high,7,4,3,True,8,4,4,True,7,0,0.0,2.0,3,0.42857142857142855,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S2_V1,1,3,2,1,3,2,6,4,8,8,4,11,valence,discard_midpoint,5,4,1,True,10,6,4,True,5,0,0.4,2.0,3,0.2,1.0,1.0,0,0,0,0.5833333333333333,False,False
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S2_V1,1,3,2,1,3,2,6,4,8,8,4,11,valence,midpoint_as_low,8,7,1,True,11,7,4,True,8,0,2.1,4.0,5,0.125,0.875,1.0,0,0,0,0.75,False,False
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S2_V1,1,3,2,1,3,2,6,4,8,8,4,11,valence,midpoint_as_high,8,4,4,True,11,6,5,True,8,1,1.0,2.0,3,0.0,1.0,1.0,1,1,1,0.5833333333333333,True,True
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S2_V1,1,3,2,1,3,2,6,4,8,8,4,11,arousal,discard_midpoint,7,4,3,True,9,4,5,True,7,0,0.6000000000000001,1.0,3,0.14285714285714285,1.0,1.0,0,0,0,0.25,False,False
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S2_V1,1,3,2,1,3,2,6,4,8,8,4,11,arousal,midpoint_as_low,8,5,3,True,11,6,5,True,8,0,0.7000000000000001,1.5,4,0.125,1.0,1.0,0,0,0,0.5,False,False
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S2_V1,1,3,2,1,3,2,6,4,8,8,4,11,arousal,midpoint_as_high,8,4,4,True,11,4,7,True,8,1,1.0,2.0,3,0.0,1.0,1.0,1,1,1,0.5833333333333333,True,True
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S2_V2,1,3,2,2,3,1,6,3,8,8,6,15,valence,discard_midpoint,5,1,4,True,13,11,2,True,5,0,0.4,1.0,3,0.2,1.0,1.0,0,0,0,1.0,False,False
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S2_V2,1,3,2,2,3,1,6,3,8,8,6,15,valence,midpoint_as_low,8,4,4,True,15,13,2,True,8,1,1.0,2.0,3,0.0,1.0,1.0,1,1,1,0.5,True,True
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S2_V2,1,3,2,2,3,1,6,3,8,8,6,15,valence,midpoint_as_high,8,1,7,True,15,11,4,True,8,0,2.1,4.0,5,0.125,0.875,1.0,0,0,0,0.75,False,False
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S2_V2,1,3,2,2,3,1,6,3,8,8,6,15,arousal,discard_midpoint,6,1,5,True,6,3,3,True,6,0,1.0,2.0,4,0.16666666666666666,1.0,1.0,0,0,0,0.5,False,False
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S2_V2,1,3,2,2,3,1,6,3,8,8,6,15,arousal,midpoint_as_low,8,3,5,True,15,12,3,True,8,1,1.0,2.0,4,0.0,1.0,1.0,1,1,1,0.25,True,True
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S2_V2,1,3,2,2,3,1,6,3,8,8,6,15,arousal,midpoint_as_high,8,1,7,True,15,3,12,True,8,0,2.1,4.0,5,0.125,0.625,1.0,0,0,0,0.5,False,False
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S3_V1,1,3,3,1,2,2,8,6,15,6,3,8,valence,discard_midpoint,13,11,2,True,5,1,4,True,13,1,1.8000000000000007,6.0,9,0.0,0.15384615384615385,1.0,1,1,1,0.4,True,True
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S3_V1,1,3,3,1,2,2,8,6,15,6,3,8,valence,midpoint_as_low,15,13,2,True,8,4,4,True,15,1,3.400000000000001,8.0,12,0.0,0.13333333333333333,1.0,1,1,1,0.2857142857142857,True,True
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S3_V1,1,3,3,1,2,2,8,6,15,6,3,8,valence,midpoint_as_high,15,11,4,True,8,1,7,True,15,1,2.0,6.0,9,0.0,0.26666666666666666,1.0,1,1,1,0.4,True,True
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S3_V1,1,3,3,1,2,2,8,6,15,6,3,8,arousal,discard_midpoint,6,3,3,True,6,1,5,True,6,0,0.5,1.5,2,0.16666666666666666,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S3_V1,1,3,3,1,2,2,8,6,15,6,3,8,arousal,midpoint_as_low,15,12,3,True,8,3,5,True,15,0,1.0,8.0,11,0.06666666666666667,0.2,1.0,0,0,0,0.1875,False,False
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S3_V1,1,3,3,1,2,2,8,6,15,6,3,8,arousal,midpoint_as_high,15,3,12,True,8,1,7,True,15,2,2.0,7.0,11,0.0,0.2,1.0,2,2,1,0.2857142857142857,True,True
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S3_V2,1,3,3,2,2,1,8,4,11,6,4,8,valence,discard_midpoint,10,6,4,True,5,4,1,True,10,2,2.0,2.5,5,0.0,0.9,1.0,2,1,1,0.0,True,True
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S3_V2,1,3,3,2,2,1,8,4,11,6,4,8,valence,midpoint_as_low,11,7,4,True,8,7,1,True,11,2,2.0,3.0,6,0.0,0.9090909090909091,1.0,2,1,1,0.0,True,True
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S3_V2,1,3,3,2,2,1,8,4,11,6,4,8,valence,midpoint_as_high,11,6,5,True,8,4,4,True,11,2,2.0,3.0,5,0.0,0.9090909090909091,1.0,2,1,1,0.0,True,True
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S3_V2,1,3,3,2,2,1,8,4,11,6,4,8,arousal,discard_midpoint,9,4,5,True,7,4,3,True,9,0,0.8,2.0,4,0.1111111111111111,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S3_V2,1,3,3,2,2,1,8,4,11,6,4,8,arousal,midpoint_as_low,11,6,5,True,8,5,3,True,11,2,2.0,3.0,5,0.0,0.8181818181818182,1.0,2,2,1,0.3333333333333333,True,True
1,sensitivity,R01_S1_V3,R01_S1_V3_train_S3_V2,1,3,3,2,2,1,8,4,11,6,4,8,arousal,midpoint_as_high,11,4,7,True,8,4,4,True,11,0,1.0,3.0,5,0.09090909090909091,0.8181818181818182,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S1_V2,2,1,1,2,3,3,5,5,11,5,3,7,valence,discard_midpoint,10,7,3,True,6,4,2,True,10,0,0.0,3.0,5,0.3,0.7,1.0,0,0,0,0.3333333333333333,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S1_V2,2,1,1,2,3,3,5,5,11,5,3,7,valence,midpoint_as_low,11,8,3,True,7,5,2,True,11,0,0.0,4.0,6,0.2727272727272727,0.6363636363636364,1.0,0,0,0,0.25,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S1_V2,2,1,1,2,3,3,5,5,11,5,3,7,valence,midpoint_as_high,11,7,4,True,7,4,3,True,11,1,1.0,3.0,5,0.0,0.7272727272727273,1.0,1,1,1,0.5,True,True
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S1_V2,2,1,1,2,3,3,5,5,11,5,3,7,arousal,discard_midpoint,10,6,4,True,7,4,3,True,10,0,0.9,2.5,5,0.1,0.9,1.0,0,0,0,0.25,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S1_V2,2,1,1,2,3,3,5,5,11,5,3,7,arousal,midpoint_as_low,11,7,4,True,7,4,3,True,11,0,1.0,4.0,5,0.09090909090909091,0.7272727272727273,1.0,0,0,0,0.225,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S1_V2,2,1,1,2,3,3,5,5,11,5,3,7,arousal,midpoint_as_high,11,6,5,True,7,4,3,True,11,1,1.0,3.0,5,0.0,0.9090909090909091,1.0,1,1,1,0.3333333333333333,True,True
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S1_V3,2,1,1,3,3,2,5,5,9,8,4,11,valence,discard_midpoint,7,6,1,True,10,6,4,True,7,0,1.8000000000000003,3.0,4,0.14285714285714285,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S1_V3,2,1,1,3,3,2,5,5,9,8,4,11,valence,midpoint_as_low,9,8,1,True,11,7,4,True,9,0,1.6,4.0,6,0.1111111111111111,0.6666666666666666,1.0,0,0,0,0.25,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S1_V3,2,1,1,3,3,2,5,5,9,8,4,11,valence,midpoint_as_high,9,6,3,True,11,6,5,True,9,2,2.0,3.0,4,0.0,1.0,1.0,2,1,1,0.0,True,True
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S1_V3,2,1,1,3,3,2,5,5,9,8,4,11,arousal,discard_midpoint,9,5,4,True,9,4,5,True,9,1,1.0,2.0,3,0.0,1.0,1.0,1,1,1,0.0,True,True
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S1_V3,2,1,1,3,3,2,5,5,9,8,4,11,arousal,midpoint_as_low,9,5,4,True,11,6,5,True,9,1,1.0,2.0,3,0.0,1.0,1.0,1,1,1,0.0,True,True
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S1_V3,2,1,1,3,3,2,5,5,9,8,4,11,arousal,midpoint_as_high,9,5,4,True,11,4,7,True,9,1,1.0,2.0,3,0.0,1.0,1.0,1,1,1,0.0,True,True
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S3_V2,2,1,3,2,1,3,8,4,11,5,5,9,valence,discard_midpoint,10,6,4,True,7,6,1,True,10,2,2.0,2.5,5,0.0,0.9,1.0,2,1,1,0.0,True,True
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S3_V2,2,1,3,2,1,3,8,4,11,5,5,9,valence,midpoint_as_low,11,7,4,True,9,8,1,True,11,2,2.0,3.0,6,0.0,0.9090909090909091,1.0,2,1,1,0.0,True,True
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S3_V2,2,1,3,2,1,3,8,4,11,5,5,9,valence,midpoint_as_high,11,6,5,True,9,6,3,True,11,2,2.0,3.0,5,0.0,0.9090909090909091,1.0,2,1,1,0.0,True,True
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S3_V2,2,1,3,2,1,3,8,4,11,5,5,9,arousal,discard_midpoint,9,4,5,True,9,5,4,True,9,0,0.8,2.0,4,0.1111111111111111,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S3_V2,2,1,3,2,1,3,8,4,11,5,5,9,arousal,midpoint_as_low,11,6,5,True,9,5,4,True,11,2,2.0,3.0,5,0.0,0.8181818181818182,1.0,2,2,1,0.3333333333333333,True,True
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S3_V2,2,1,3,2,1,3,8,4,11,5,5,9,arousal,midpoint_as_high,11,4,7,True,9,5,4,True,11,0,1.0,3.0,5,0.09090909090909091,0.8181818181818182,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S3_V3,2,1,3,3,1,2,5,3,7,5,5,11,valence,discard_midpoint,6,4,2,True,10,7,3,True,6,0,0.0,2.0,3,0.3333333333333333,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S3_V3,2,1,3,3,1,2,5,3,7,5,5,11,valence,midpoint_as_low,7,5,2,True,11,8,3,True,7,0,0.0,2.0,4,0.2857142857142857,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S3_V3,2,1,3,3,1,2,5,3,7,5,5,11,valence,midpoint_as_high,7,4,3,True,11,7,4,True,7,0,0.0,2.0,3,0.42857142857142855,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S3_V3,2,1,3,3,1,2,5,3,7,5,5,11,arousal,discard_midpoint,7,4,3,True,10,6,4,True,7,0,0.0,2.0,3,0.42857142857142855,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S3_V3,2,1,3,3,1,2,5,3,7,5,5,11,arousal,midpoint_as_low,7,4,3,True,11,7,4,True,7,0,0.0,2.0,3,0.42857142857142855,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V1,R01_S2_V1_train_S3_V3,2,1,3,3,1,2,5,3,7,5,5,11,arousal,midpoint_as_high,7,4,3,True,11,6,5,True,7,0,0.0,2.0,3,0.42857142857142855,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S1_V1,2,2,1,1,3,3,7,3,10,5,3,7,valence,discard_midpoint,10,7,3,True,6,4,2,True,10,0,0.0,3.0,4,0.3,1.0,1.0,0,0,0,1.0,False,False
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S1_V1,2,2,1,1,3,3,7,3,10,5,3,7,valence,midpoint_as_low,10,7,3,True,7,5,2,True,10,0,0.0,3.0,4,0.3,1.0,1.0,0,0,0,1.0,False,False
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S1_V1,2,2,1,1,3,3,7,3,10,5,3,7,valence,midpoint_as_high,10,7,3,True,7,4,3,True,10,0,0.0,3.0,4,0.3,1.0,1.0,0,0,0,1.0,False,False
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S1_V1,2,2,1,1,3,3,7,3,10,5,3,7,arousal,discard_midpoint,6,2,4,True,7,4,3,True,6,1,1.0,2.0,3,0.0,1.0,1.0,1,1,1,0.25,True,True
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S1_V1,2,2,1,1,3,3,7,3,10,5,3,7,arousal,midpoint_as_low,10,6,4,True,7,4,3,True,10,2,2.0,3.0,5,0.0,0.9,1.0,2,2,1,0.41666666666666663,True,True
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S1_V1,2,2,1,1,3,3,7,3,10,5,3,7,arousal,midpoint_as_high,10,2,8,True,7,4,3,True,10,1,1.0,4.0,6,0.0,0.6,1.0,1,1,1,0.5,True,True
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S1_V3,2,2,1,3,3,1,5,5,9,8,6,15,valence,discard_midpoint,7,6,1,True,13,11,2,True,7,0,1.8000000000000003,3.0,4,0.14285714285714285,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S1_V3,2,2,1,3,3,1,5,5,9,8,6,15,valence,midpoint_as_low,9,8,1,True,15,13,2,True,9,0,1.6,4.0,6,0.1111111111111111,0.6666666666666666,1.0,0,0,0,0.25,False,False
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S1_V3,2,2,1,3,3,1,5,5,9,8,6,15,valence,midpoint_as_high,9,6,3,True,15,11,4,True,9,2,2.0,3.0,4,0.0,1.0,1.0,2,1,1,0.0,True,True
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S1_V3,2,2,1,3,3,1,5,5,9,8,6,15,arousal,discard_midpoint,9,5,4,True,6,3,3,True,9,1,1.0,2.0,3,0.0,1.0,1.0,1,1,1,0.0,True,True
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S1_V3,2,2,1,3,3,1,5,5,9,8,6,15,arousal,midpoint_as_low,9,5,4,True,15,12,3,True,9,1,1.0,2.0,3,0.0,1.0,1.0,1,1,1,0.0,True,True
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S1_V3,2,2,1,3,3,1,5,5,9,8,6,15,arousal,midpoint_as_high,9,5,4,True,15,3,12,True,9,1,1.0,2.0,3,0.0,1.0,1.0,1,1,1,0.0,True,True
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S3_V1,2,2,3,1,1,3,8,6,15,5,5,9,valence,discard_midpoint,13,11,2,True,7,6,1,True,13,1,1.8000000000000007,6.0,9,0.0,0.15384615384615385,1.0,1,1,1,0.4,True,True
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S3_V1,2,2,3,1,1,3,8,6,15,5,5,9,valence,midpoint_as_low,15,13,2,True,9,8,1,True,15,1,3.400000000000001,8.0,12,0.0,0.13333333333333333,1.0,1,1,1,0.2857142857142857,True,True
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S3_V1,2,2,3,1,1,3,8,6,15,5,5,9,valence,midpoint_as_high,15,11,4,True,9,6,3,True,15,1,2.0,6.0,9,0.0,0.26666666666666666,1.0,1,1,1,0.4,True,True
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S3_V1,2,2,3,1,1,3,8,6,15,5,5,9,arousal,discard_midpoint,6,3,3,True,9,5,4,True,6,0,0.5,1.5,2,0.16666666666666666,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S3_V1,2,2,3,1,1,3,8,6,15,5,5,9,arousal,midpoint_as_low,15,12,3,True,9,5,4,True,15,0,1.0,8.0,11,0.06666666666666667,0.2,1.0,0,0,0,0.1875,False,False
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S3_V1,2,2,3,1,1,3,8,6,15,5,5,9,arousal,midpoint_as_high,15,3,12,True,9,5,4,True,15,2,2.0,7.0,11,0.0,0.2,1.0,2,2,1,0.2857142857142857,True,True
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S3_V3,2,2,3,3,1,1,5,3,7,7,3,10,valence,discard_midpoint,6,4,2,True,10,7,3,True,6,0,0.0,2.0,3,0.3333333333333333,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S3_V3,2,2,3,3,1,1,5,3,7,7,3,10,valence,midpoint_as_low,7,5,2,True,10,7,3,True,7,0,0.0,2.0,4,0.2857142857142857,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S3_V3,2,2,3,3,1,1,5,3,7,7,3,10,valence,midpoint_as_high,7,4,3,True,10,7,3,True,7,0,0.0,2.0,3,0.42857142857142855,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S3_V3,2,2,3,3,1,1,5,3,7,7,3,10,arousal,discard_midpoint,7,4,3,True,6,2,4,True,7,0,0.0,2.0,3,0.42857142857142855,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S3_V3,2,2,3,3,1,1,5,3,7,7,3,10,arousal,midpoint_as_low,7,4,3,True,10,6,4,True,7,0,0.0,2.0,3,0.42857142857142855,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V2,R01_S2_V2_train_S3_V3,2,2,3,3,1,1,5,3,7,7,3,10,arousal,midpoint_as_high,7,4,3,True,10,2,8,True,7,0,0.0,2.0,3,0.42857142857142855,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S1_V1,2,3,1,1,3,2,7,3,10,8,4,11,valence,discard_midpoint,10,7,3,True,10,6,4,True,10,0,0.0,3.0,4,0.3,1.0,1.0,0,0,0,1.0,False,False
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S1_V1,2,3,1,1,3,2,7,3,10,8,4,11,valence,midpoint_as_low,10,7,3,True,11,7,4,True,10,0,0.0,3.0,4,0.3,1.0,1.0,0,0,0,1.0,False,False
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S1_V1,2,3,1,1,3,2,7,3,10,8,4,11,valence,midpoint_as_high,10,7,3,True,11,6,5,True,10,0,0.0,3.0,4,0.3,1.0,1.0,0,0,0,1.0,False,False
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S1_V1,2,3,1,1,3,2,7,3,10,8,4,11,arousal,discard_midpoint,6,2,4,True,9,4,5,True,6,1,1.0,2.0,3,0.0,1.0,1.0,1,1,1,0.25,True,True
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S1_V1,2,3,1,1,3,2,7,3,10,8,4,11,arousal,midpoint_as_low,10,6,4,True,11,6,5,True,10,2,2.0,3.0,5,0.0,0.9,1.0,2,2,1,0.41666666666666663,True,True
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S1_V1,2,3,1,1,3,2,7,3,10,8,4,11,arousal,midpoint_as_high,10,2,8,True,11,4,7,True,10,1,1.0,4.0,6,0.0,0.6,1.0,1,1,1,0.5,True,True
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S1_V2,2,3,1,2,3,1,5,5,11,8,6,15,valence,discard_midpoint,10,7,3,True,13,11,2,True,10,0,0.0,3.0,5,0.3,0.7,1.0,0,0,0,0.3333333333333333,False,False
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S1_V2,2,3,1,2,3,1,5,5,11,8,6,15,valence,midpoint_as_low,11,8,3,True,15,13,2,True,11,0,0.0,4.0,6,0.2727272727272727,0.6363636363636364,1.0,0,0,0,0.25,False,False
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S1_V2,2,3,1,2,3,1,5,5,11,8,6,15,valence,midpoint_as_high,11,7,4,True,15,11,4,True,11,1,1.0,3.0,5,0.0,0.7272727272727273,1.0,1,1,1,0.5,True,True
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S1_V2,2,3,1,2,3,1,5,5,11,8,6,15,arousal,discard_midpoint,10,6,4,True,6,3,3,True,10,0,0.9,2.5,5,0.1,0.9,1.0,0,0,0,0.25,False,False
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S1_V2,2,3,1,2,3,1,5,5,11,8,6,15,arousal,midpoint_as_low,11,7,4,True,15,12,3,True,11,0,1.0,4.0,5,0.09090909090909091,0.7272727272727273,1.0,0,0,0,0.225,False,False
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S1_V2,2,3,1,2,3,1,5,5,11,8,6,15,arousal,midpoint_as_high,11,6,5,True,15,3,12,True,11,1,1.0,3.0,5,0.0,0.9090909090909091,1.0,1,1,1,0.3333333333333333,True,True
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S3_V1,2,3,3,1,1,2,8,6,15,5,5,11,valence,discard_midpoint,13,11,2,True,10,7,3,True,13,1,1.8000000000000007,6.0,9,0.0,0.15384615384615385,1.0,1,1,1,0.4,True,True
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S3_V1,2,3,3,1,1,2,8,6,15,5,5,11,valence,midpoint_as_low,15,13,2,True,11,8,3,True,15,1,3.400000000000001,8.0,12,0.0,0.13333333333333333,1.0,1,1,1,0.2857142857142857,True,True
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S3_V1,2,3,3,1,1,2,8,6,15,5,5,11,valence,midpoint_as_high,15,11,4,True,11,7,4,True,15,1,2.0,6.0,9,0.0,0.26666666666666666,1.0,1,1,1,0.4,True,True
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S3_V1,2,3,3,1,1,2,8,6,15,5,5,11,arousal,discard_midpoint,6,3,3,True,10,6,4,True,6,0,0.5,1.5,2,0.16666666666666666,1.0,1.0,0,0,0,0.0,False,False
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S3_V1,2,3,3,1,1,2,8,6,15,5,5,11,arousal,midpoint_as_low,15,12,3,True,11,7,4,True,15,0,1.0,8.0,11,0.06666666666666667,0.2,1.0,0,0,0,0.1875,False,False
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S3_V1,2,3,3,1,1,2,8,6,15,5,5,11,arousal,midpoint_as_high,15,3,12,True,11,6,5,True,15,2,2.0,7.0,11,0.0,0.2,1.0,2,2,1,0.2857142857142857,True,True
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S3_V2,2,3,3,2,1,1,8,4,11,7,3,10,valence,discard_midpoint,10,6,4,True,10,7,3,True,10,2,2.0,2.5,5,0.0,0.9,1.0,2,1,1,0.0,True,True
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S3_V2,2,3,3,2,1,1,8,4,11,7,3,10,valence,midpoint_as_low,11,7,4,True,10,7,3,True,11,2,2.0,3.0,6,0.0,0.9090909090909091,1.0,2,1,1,0.0,True,True
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S3_V2,2,3,3,2,1,1,8,4,11,7,3,10,valence,midpoint_as_high,11,6,5,True,10,7,3,True,11,2,2.0,3.0,5,0.0,0.9090909090909091,1.0,2,1,1,0.0,True,True
1,sensitivity,R01_S2_V3,R01_S2_V3_train_S3_V2,2,3,3,2,1,1,8,4,11,7,3,10,arousal,discard_midpoint,9,4,5,True,6,2,4,True,9,0,0.8,2.0,4,0.1111111111111111,1.0,1.0,0,0,0,0.0,False,False
